Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010015,root morphogenesis,19_GO:0032501 multicellular organismal process,-2.8,1.8,3.4,18982,282,1031,28,2.7,0.51,814953|816281|816533|816961|819804|819969|819979|820940|821610|824309|824484|826983|828083|828776|831809|832196|832658|834200|834868|835689|835690|835702|836187|837346|837958|841367|843797|844105,AIR3|P4H5|RPT2b|LRL1|P4H2|OBE1|SCN1|RR1|UBP14|RHD4|NodGS|AMT1;1|RHS13|SHV3|EXO70A1|NPH4|IAA28|AT5G41950|OBE2|D6PK|OLI2|AT5G56040|PIP2;4|TIL1|GN|LACS2|NRP1|LAX3,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-2.8,2,3.4,18982,203,1031,22,2.1,0.45,816150|819293|820012|821130|822503|824900|828221|828778|829069|829112|829388|831340|832188|832773|833627|835841|837296|837550|842725|843366|843898|844363,AT2G16510|ZAT|AT3G08650|VMA10|AT3G28715|ACA11|AT4G02620|AT4G26710|AT4G29480|ACA10|AT4G32530|AT5G14880|COPT5|NHX1|AT5G36290|HA3|ECA1|ECA3|VHA-E3|KUP6|AVA-P4|AT1G80230,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0098655,cation transmembrane transport,19_GO:0051179 localization,-2.8,2,3.4,18982,216,1031,23,2.2,0.46,816150|819293|820012|821130|822503|824900|826983|828221|828778|829069|829112|829388|831340|832188|832773|833627|835841|837296|837550|842725|843366|843898|844363,AT2G16510|ZAT|AT3G08650|VMA10|AT3G28715|ACA11|AMT1;1|AT4G02620|AT4G26710|AT4G29480|ACA10|AT4G32530|AT5G14880|COPT5|NHX1|AT5G36290|HA3|ECA1|ECA3|VHA-E3|KUP6|AVA-P4|AT1G80230,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0042775,mitochondrial ATP synthesis coupled electron transport,19_GO:0008152 metabolic process,-2.8,3.9,4,18982,33,1031,7,0.68,0.26,824439|829622|831998|834065|838075|838239|844363,AT3G52730|CIB22|AT5G18800|SDH2-2|AT1G15120|AT1G16700|AT1G80230,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0080022,primary root development,19_GO:0032501 multicellular organismal process,-2.8,3.9,4,18982,33,1031,7,0.68,0.26,819969|820940|834868|835177|837637|837890|844399,OBE1|RR1|OBE2|SDHAF2|SNRK2.4|HRS1|WIN1,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0016049,cell growth,19_GO:0040007 growth,-2.8,1.6,3.2,18982,481,1031,42,4.1,0.62,815247|816556|816961|818761|819069|819979|820408|821610|821705|821884|823774|824309|824568|824862|828060|828083|828776|828972|829390|830000|830377|831411|831809|831976|832409|834200|835217|835526|836163|836187|837958|838324|838868|839389|840032|841891|842193|842337|843288|843677|843917|844020,XTH4|MUR3|LRL1|TFIIB|RAB6A|SCN1|RBR1|UBP14|AHP1|AT3G23090|HERK1|RHD4|PAS1|SIP2;1|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|NAS1|LNG1|EXO70A1|FASS|AT5G23430|AT5G41950|EYE|THE1|SIZ1|PIP2;4|GN|AT1G17500|ATSAC1|RALF1|FEI1|XRN4|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.67,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0042886,amide transport,19_GO:0051179 localization,-2.8,1.5,3.2,18982,630,1031,52,5,0.68,814675|814735|815211|815962|818377|818594|818668|819069|819114|819959|820132|821415|821856|823710|823713|823749|823827|823935|824294|824529|824668|825321|826411|827172|827368|828005|828445|829118|829412|829697|829815|831021|831817|831870|833947|834706|834750|835217|837791|837874|838077|838737|838792|839620|839805|840234|840987|842418|842684|843564|843607|843677,STL2P|PTR2|VPS2.1|VSR3|AT2G37990|CLC2|CTEXP|RAB6A|SEC61 BETA|p24beta2|SYP71|RAB7B|AT3G22845|AT3G45680|AT3G45710|RABE1c|TOC75-III|MAG1|VPS35C|RAB8|AT3G55020|AT3G61480|AT4G08520|AT4G15080|SAR2|SETH5|AT4G23460|AT4G29950|AT4G32760|AKR2|EMB2754|AT5G11490|RAB8C|AtCDC48C|SGR4|AT5G46630|LON2|EYE|KEU|AT1G13160|AT1G15130|AT1G21380|p24delta5|NTF2A|AT1G29310|SAR1|RAB18|SC3|AT1G63810|PUM23|TIM23-2|AT1G73430,-0.66,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0010383,cell wall polysaccharide metabolic process,19_GO:0008152 metabolic process,-2.7,2.2,3.5,18982,142,1031,17,1.6,0.4,815247|816556|819069|820243|821672|822241|827051|828776|829152|834677|834996|835641|836306|836578|840272|844049|844160,XTH4|MUR3|RAB6A|ASD1|MSR1|AT3G26370|XTH15|SHV3|XTH19|RWA1|BXL1|SVL1|GUT1|XYL4|GXMT1|PGSIP2|TSD2,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0051649,establishment of localization in cell,19_GO:0051179 localization,-2.7,1.5,3.1,18982,723,1031,58,5.6,0.72,814675|815211|815962|817557|818377|818594|818643|818668|819069|819114|819959|820132|821415|821856|823827|823935|824294|824668|825321|826411|826966|827172|827368|827512|828005|828445|829118|829412|829697|829815|831021|831197|831480|831488|831870|832448|833947|834706|834750|834833|835217|837791|837874|837958|838077|838666|838737|838792|839620|839805|840234|840987|841472|842684|843564|843607|843677|844363,STL2P|VPS2.1|VSR3|AT2G30060|AT2G37990|CLC2|AT2G40480|CTEXP|RAB6A|SEC61 BETA|p24beta2|SYP71|RAB7B|AT3G22845|TOC75-III|MAG1|VPS35C|AT3G55020|AT3G61480|AT4G08520|NIG|AT4G15080|SAR2|AGD8|SETH5|AT4G23460|AT4G29950|AT4G32760|AKR2|EMB2754|AT5G11490|KEG|AT5G16210|AT5G16280|AtCDC48C|AT5G23830|SGR4|AT5G46630|LON2|FRA1|EYE|KEU|AT1G13160|GN|AT1G15130|AT1G20760|AT1G21380|p24delta5|NTF2A|AT1G29310|SAR1|RAB18|HIT1|AT1G63810|PUM23|TIM23-2|AT1G73430|AT1G80230,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-2.7,1.5,3.2,18982,588,1031,49,4.8,0.66,815160|816390|816758|816781|817170|817738|817832|818302|819664|820166|820196|820499|823555|823948|824484|824526|824568|824629|824702|827122|827124|828792|828797|829043|829387|829949|830052|830377|830912|831093|831748|833002|834283|835603|836183|836558|837372|838147|838431|838940|840543|841367|841762|841905|842175|842482|844001|844376|844399,OPR3|AT2G18750|AAT|PFK5|GP ALPHA 1|AT2G31810|CB5-B|ADK|ACP1|OMR1|PAL4|SERAT2;2|NIT2|GLDH|NodGS|AT3G53580|PAS1|TSA1|CER10|ATARD2|ARD1|VTC2|AT-HF|PFK1|SHM3|SHM1|FBA2|NAS1|PAS2|PYD2|CTR1|GME|AT5G42740|VTC5|GPAT9|BETA-UP|FATB|NRB4|MAML-4|GGT1|SHM7|LACS2|DJ1B|ACP3|ATP-PRT1|AT1G61850|OPR1|AT1G80360|WIN1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-2.7,1.5,3.2,18982,588,1031,49,4.8,0.66,815160|816390|816758|816781|817170|817738|817832|818302|819664|820166|820196|820499|823555|823948|824484|824526|824568|824629|824702|827122|827124|828792|828797|829043|829387|829949|830052|830377|830912|831093|831748|833002|834283|835603|836183|836558|837372|838147|838431|838940|840543|841367|841762|841905|842175|842482|844001|844376|844399,OPR3|AT2G18750|AAT|PFK5|GP ALPHA 1|AT2G31810|CB5-B|ADK|ACP1|OMR1|PAL4|SERAT2;2|NIT2|GLDH|NodGS|AT3G53580|PAS1|TSA1|CER10|ATARD2|ARD1|VTC2|AT-HF|PFK1|SHM3|SHM1|FBA2|NAS1|PAS2|PYD2|CTR1|GME|AT5G42740|VTC5|GPAT9|BETA-UP|FATB|NRB4|MAML-4|GGT1|SHM7|LACS2|DJ1B|ACP3|ATP-PRT1|AT1G61850|OPR1|AT1G80360|WIN1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0042773,ATP synthesis coupled electron transport,19_GO:0008152 metabolic process,-2.7,3.8,3.9,18982,34,1031,7,0.68,0.26,824439|829622|831998|834065|838075|838239|844363,AT3G52730|CIB22|AT5G18800|SDH2-2|AT1G15120|AT1G16700|AT1G80230,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006545,glycine biosynthetic process,19_GO:0065007 biological regulation,-2.7,6.7,4.5,18982,11,1031,4,0.39,0.19,829387|829949|838940|840543,SHM3|SHM1|GGT1|SHM7,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:1901605,alpha-amino acid metabolic process,19_GO:0008152 metabolic process,-2.7,1.8,3.2,18982,302,1031,29,2.8,0.51,815903|816281|816758|817170|817738|819804|820166|820196|820499|824484|824526|824629|826811|826967|827122|827124|828797|829387|829949|831935|838431|838940|840543|841263|842175|842579|844282|844376|844399,ALDH6B2|P4H5|AAT|GP ALPHA 1|AT2G31810|P4H2|OMR1|PAL4|SERAT2;2|NodGS|AT3G53580|TSA1|BAT5|AT4G13360|ATARD2|ARD1|AT-HF|SHM3|SHM1|GDH1|MAML-4|GGT1|SHM7|D-CDES|ATP-PRT1|ASP4|ALDH5F1|AT1G80360|WIN1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0045184,establishment of protein localization,19_GO:0051179 localization,-2.7,1.5,3.1,18982,591,1031,49,4.8,0.66,814675|815211|815962|818377|818594|818668|819069|819114|819959|820132|821415|821856|823749|823827|823935|824294|824529|824668|825321|826411|827172|827368|828005|828445|829118|829412|829697|829815|831021|831817|831870|833947|834706|834750|835217|837791|837874|838077|838737|838792|839620|839805|840234|840987|842418|842684|843564|843607|843677,STL2P|VPS2.1|VSR3|AT2G37990|CLC2|CTEXP|RAB6A|SEC61 BETA|p24beta2|SYP71|RAB7B|AT3G22845|RABE1c|TOC75-III|MAG1|VPS35C|RAB8|AT3G55020|AT3G61480|AT4G08520|AT4G15080|SAR2|SETH5|AT4G23460|AT4G29950|AT4G32760|AKR2|EMB2754|AT5G11490|RAB8C|AtCDC48C|SGR4|AT5G46630|LON2|EYE|KEU|AT1G13160|AT1G15130|AT1G21380|p24delta5|NTF2A|AT1G29310|SAR1|RAB18|SC3|AT1G63810|PUM23|TIM23-2|AT1G73430,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0009880,embryonic pattern specification,19_GO:0032501 multicellular organismal process,-2.6,4.2,4,18982,26,1031,6,0.58,0.24,824568|825525|835421|837958|838039|838916,PAS1|TTA2|BOB1|GN|TTA1|PIN7,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-2.6,1.6,3.1,18982,533,1031,45,4.4,0.64,815247|816556|816961|818761|819715|819979|820940|821610|821884|823774|824309|824568|824862|828060|828083|828776|828972|829390|830000|830377|830744|830912|831197|831411|831809|831976|832001|832409|834200|835217|835421|835526|835702|836163|836187|837958|838868|840032|841891|842193|842337|843288|843677|843917|844020,XTH4|MUR3|LRL1|TFIIB|AT3G05500|SCN1|RR1|UBP14|AT3G23090|HERK1|RHD4|PAS1|SIP2;1|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|NAS1|AT5G08450|PAS2|KEG|LNG1|EXO70A1|FASS|SPL7|AT5G23430|AT5G41950|EYE|BOB1|THE1|AT5G56040|SIZ1|PIP2;4|GN|ATSAC1|FEI1|XRN4|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-2.6,2.6,3.5,18982,86,1031,12,1.2,0.33,814689|818594|819551|821081|828972|829362|831171|833946|834706|837958|838666|839520,AT2G01600|CLC2|AT3G03940|TPLATE|CKL6|AT4G32285|SFC|GNL1|AT5G46630|GN|AT1G20760|CKL13,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0009742,brassinosteroid mediated signaling pathway,19_GO:0023052 signaling,-2.6,2.7,3.5,18982,75,1031,11,1.1,0.32,817649|823774|828097|829480|829676|830708|835526|837150|837362|837960|840105,SKdZeta|HERK1|BSL1|BAK1|BSK1|BIM1|THE1|GSK1|BSL2|VIK|IWS1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0048545,response to steroid hormone,19_GO:0050896 response to stimulus,-2.6,2.7,3.5,18982,75,1031,11,1.1,0.32,817649|823774|828097|829480|829676|830708|835526|837150|837362|837960|840105,SKdZeta|HERK1|BSL1|BAK1|BSK1|BIM1|THE1|GSK1|BSL2|VIK|IWS1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-2.6,2.7,3.5,18982,75,1031,11,1.1,0.32,817649|823774|828097|829480|829676|830708|835526|837150|837362|837960|840105,SKdZeta|HERK1|BSL1|BAK1|BSK1|BIM1|THE1|GSK1|BSL2|VIK|IWS1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0043401,steroid hormone mediated signaling pathway,19_GO:0023052 signaling,-2.6,2.7,3.5,18982,75,1031,11,1.1,0.32,817649|823774|828097|829480|829676|830708|835526|837150|837362|837960|840105,SKdZeta|HERK1|BSL1|BAK1|BSK1|BIM1|THE1|GSK1|BSL2|VIK|IWS1,-0.65,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0048528,post-embryonic root development,19_GO:0032501 multicellular organismal process,-2.6,2.1,3.3,18982,146,1031,17,1.6,0.4,814953|818859|819924|824484|824568|826983|829597|831748|831809|832196|832658|834750|837958|841123|841367|843797|844105,AIR3|GRF9|PUB9|NodGS|PAS1|AMT1;1|AGB1|CTR1|EXO70A1|NPH4|IAA28|LON2|GN|WPP2|LACS2|NRP1|LAX3,-0.64,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0044262,cellular carbohydrate metabolic process,19_GO:0008152 metabolic process,-2.6,1.6,3.1,18982,404,1031,36,3.5,0.57,815247|816556|816757|819069|821297|821672|821975|822241|822590|824610|825025|825079|825650|825838|827051|828776|829152|832150|834677|834883|835527|835641|836263|836306|837619|838257|838998|839467|840032|840272|842309|842869|843034|844049|844160|844225,XTH4|MUR3|MIPS2|RAB6A|AT3G01310|MSR1|BAM1|AT3G26370|PHS1|AT3G54440|AT3G58560|GSL11|GSL05|GSL1|XTH15|SHV3|XTH19|SPS1F|RWA1|ADG1|HL|SVL1|MYB28|GUT1|SEX1|AT1G16860|TPS9|CSLD5|FEI1|GXMT1|TPS10|FRA3|SWEETIE|PGSIP2|TSD2|AT1G78880,-0.64,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:1901606,alpha-amino acid catabolic process,19_GO:0008152 metabolic process,-2.6,2.5,3.4,18982,87,1031,12,1.2,0.33,815903|820166|820196|826967|829387|829949|831935|838940|840543|841263|844282|844376,ALDH6B2|OMR1|PAL4|AT4G13360|SHM3|SHM1|GDH1|GGT1|SHM7|D-CDES|ALDH5F1|AT1G80360,-0.64,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0071840 cellular component organization or biogenesis,-2.6,1.6,3.1,18982,492,1031,42,4.1,0.62,815247|816556|818761|819979|820408|821884|823774|824309|824568|824702|824862|824958|828060|828083|828776|828972|829390|830000|830377|831411|831422|831809|831976|832409|834200|835217|835526|835641|835689|835922|836163|837958|838868|840032|841891|842112|842193|842337|843288|843677|843917|844020,XTH4|MUR3|TFIIB|SCN1|RBR1|AT3G23090|HERK1|RHD4|PAS1|CER10|SIP2;1|AT3G57890|SEC15B|RHS13|SHV3|CKL6|LUG|ROPGEF1|NAS1|LNG1|AT5G15680|EXO70A1|FASS|AT5G23430|AT5G41950|EYE|THE1|SVL1|D6PK|AT5G58100|SIZ1|GN|ATSAC1|FEI1|XRN4|SVB|SAB|AT1G60420|EXPA1|AT1G73430|ARAC5|SEC5A,-0.64,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0051510,regulation of unidimensional cell growth,19_GO:0040007 growth,-2.6,2.7,3.5,18982,76,1031,11,1.1,0.32,818761|821884|823774|828972|829390|830000|831411|832409|835526|842193|842337,TFIIB|AT3G23090|HERK1|CKL6|LUG|ROPGEF1|LNG1|AT5G23430|THE1|SAB|AT1G60420,-0.64,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0051704 multi-organism process,-2.6,1.5,3.1,18982,537,1031,45,4.4,0.64,816757|816762|817049|817950|818558|819130|819244|819632|820335|822411|823555|823804|824484|824629|824900|825650|826213|826791|827093|828328|828792|829390|829466|829480|829676|829697|830350|831734|832511|834892|835195|835392|835853|836111|836163|836263|838606|838677|839232|839503|839621|840295|841707|842763|844399,MIPS2|SR1|SDF2|AT2G33830|RCA|AT2G45220|JAR1|PR4|AT3G11630|NQR|NIT2|PUB13|NodGS|TSA1|ACA11|GSL05|ATOZI1|PLDGAMMA1|AHL20|ATCES1|VTC2|LUG|ADR1-L1|BAK1|BSK1|AKR2|ADR1-L2|ATCSLA09|EMB2024|BIR1|EMB3142|SPDS3|VDAC4|ADF4|SIZ1|MYB28|ATSBT5.2|XCP2|VAD1|MAC3A|HK3|UPF3|HTA9|ABCF3|WIN1,-0.63,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0018105,peptidyl-serine phosphorylation,19_GO:0008152 metabolic process,-2.6,2.5,3.4,18982,88,1031,12,1.2,0.33,819551|821054|821586|824217|824920|827078|828972|830366|830849|831123|839520|841382,AT3G03940|AT3G17850|CPK9|CRK|CPK32|AT4G14350|CKL6|CPK1|AT5G09890|CPK7|CKL13|AT1G49580,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006848,pyruvate transport,19_GO:0051179 localization,-2.5,9.2,4.8,18982,6,1031,3,0.29,0.17,821483|828326|832131,NHD1|AT4G22310|AT5G20090,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0006904,vesicle docking involved in exocytosis,19_GO:0051179 localization,-2.5,4.8,4,18982,19,1031,5,0.48,0.22,823749|824529|828060|831817|837791,RABE1c|RAB8|SEC15B|RAB8C|KEU,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0140029,exocytic process,19_GO:0051179 localization,-2.5,4.8,4,18982,19,1031,5,0.48,0.22,823749|824529|828060|831817|837791,RABE1c|RAB8|SEC15B|RAB8C|KEU,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:1903313,positive regulation of mRNA metabolic process,19_GO:0048518 positive regulation of biological process,-2.5,4.8,4,18982,19,1031,5,0.48,0.22,820492|821569|837246|841891|844267,ECT5|PUM5|SR45a|XRN4|ECT8,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0040008,regulation of growth,19_GO:0040007 growth,-2.5,1.8,3.1,18982,240,1031,24,2.3,0.47,818761|819069|819715|820408|820940|821884|823774|828972|829390|830000|830334|830398|830912|831411|832001|832196|832409|835526|835702|836163|839389|839816|842193|842337,TFIIB|RAB6A|AT3G05500|RBR1|RR1|AT3G23090|HERK1|CKL6|LUG|ROPGEF1|AT5G04550|RUL1|PAS2|LNG1|SPL7|NPH4|AT5G23430|THE1|AT5G56040|SIZ1|RALF1|ML5|SAB|AT1G60420,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0072529,pyrimidine-containing compound catabolic process,19_GO:0008152 metabolic process,-2.5,6.1,4.3,18982,12,1031,4,0.39,0.19,815903|818204|831093|836558,ALDH6B2|URH1|PYD2|BETA-UP,-0.62,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0018209,peptidyl-serine modification,19_GO:0008152 metabolic process,-2.5,2.5,3.4,18982,89,1031,12,1.2,0.33,819551|821054|821586|824217|824920|827078|828972|830366|830849|831123|839520|841382,AT3G03940|AT3G17850|CPK9|CRK|CPK32|AT4G14350|CKL6|CPK1|AT5G09890|CPK7|CKL13|AT1G49580,-0.61,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0071367,cellular response to brassinosteroid stimulus,19_GO:0050896 response to stimulus,-2.5,2.6,3.4,18982,78,1031,11,1.1,0.32,817649|823774|828097|829480|829676|830708|835526|837150|837362|837960|840105,SKdZeta|HERK1|BSL1|BAK1|BSK1|BIM1|THE1|GSK1|BSL2|VIK|IWS1,-0.6,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0042133,neurotransmitter metabolic process,19_GO:0065007 biological regulation,-2.5,3.5,3.6,18982,37,1031,7,0.68,0.26,829387|829949|831093|836558|838940|840543|844282,SHM3|SHM1|PYD2|BETA-UP|GGT1|SHM7|ALDH5F1,-0.58,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0016197,endosomal transport,19_GO:0051179 localization,-2.5,2.7,3.4,18982,68,1031,10,0.97,0.31,815211|819069|823935|824294|831197|833947|837958|838077|838666|841472,VPS2.1|RAB6A|MAG1|VPS35C|KEG|SGR4|GN|AT1G15130|AT1G20760|HIT1,-0.58,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ath04626,Plant-pathogen interaction,,-2.4,2,3.1,18982,164,1031,18,1.7,0.41,817245|818710|818739|821586|823492|824920|826728|828151|829480|830295|830366|831123|834842|835698|837180|837785|838401|842710,CAM5|CAM2|AT2G41410|CPK9|CAM7|CPK32|SGT1B|MPK4|BAK1|AT5G04170|CPK1|CPK7|RBOHD|Hsp81.4|AT1G06700|AT1G12310|AT1G18210|RBOH F,-0.58,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ko04626,Plant-pathogen interaction,,-2.4,2,3.1,18982,164,1031,18,1.7,0.41,817245|818710|818739|821586|823492|824920|826728|828151|829480|830295|830366|831123|834842|835698|837180|837785|838401|842710,CAM5|CAM2|AT2G41410|CPK9|CAM7|CPK32|SGT1B|MPK4|BAK1|AT5G04170|CPK1|CPK7|RBOHD|Hsp81.4|AT1G06700|AT1G12310|AT1G18210|RBOH F,-0.58,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0033993,response to lipid,19_GO:0050896 response to stimulus,-2.4,1.4,2.9,18982,776,1031,60,5.8,0.73,816815|817170|817649|818411|819551|819924|820299|820327|821083|821198|821379|823774|824214|824484|824920|824956|826476|826983|827273|827389|827893|828097|828151|828328|828714|829480|829547|829564|829676|830003|830052|830556|830708|830744|830756|831157|831197|831277|831375|831765|832188|833752|835526|835838|836163|836187|836470|837150|837362|837414|837637|837890|837960|839621|840105|841764|842111|842382|842710|843288,GRF1|GP ALPHA 1|SKdZeta|PYL4|AT3G03940|PUB9|AT3G11280|SPY|BET10|AT3G02880|ASPG1|HERK1|SNRK2.2|NodGS|CPK32|SCE1|FBW2|AMT1;1|DI21|AT4G16830|CRK29|BSL1|MPK4|ATCES1|ABI1|BAK1|ABF3|CYCD3;1|BSK1|STY46|FBA2|CIPK15|BIM1|AT5G08450|AT5G08560|NAC083|KEG|BET9|GASA4|SR1|COPT5|AT5G37740|THE1|AT5G57330|SIZ1|PIP2;4|GAMMA CAL1|GSK1|BSL2|ERD6|SNRK2.4|HRS1|VIK|HK3|IWS1|TTL1|PGN|AT1G60900|RBOH F|EXPA1,-0.56,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ath03040,Spliceosome,,-2.4,1.9,3.1,18982,191,1031,20,1.9,0.43,818828|819338|820510|824230|824518|824688|825404|827792|827925|829866|830725|832138|834182|836117|837433|837560|839503|842312|842382|843763,AT2G42270|AT2G47250|EMB2769|U1-70K|RS2Z32|SAP130b|AT3G62310|smB|EMB2770|SMP2|YLS8|AT5G20160|AT5G41770|AT5G59950|SR30|MAGO|MAC3A|emb1220|AT1G60900|GR-RBP5,-0.56,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ko03040,Spliceosome,,-2.4,1.9,3.1,18982,191,1031,20,1.9,0.43,818828|819338|820510|824230|824518|824688|825404|827792|827925|829866|830725|832138|834182|836117|837433|837560|839503|842312|842382|843763,AT2G42270|AT2G47250|EMB2769|U1-70K|RS2Z32|SAP130b|AT3G62310|smB|EMB2770|SMP2|YLS8|AT5G20160|AT5G41770|AT5G59950|SR30|MAGO|MAC3A|emb1220|AT1G60900|GR-RBP5,-0.56,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0060548,negative regulation of cell death,19_GO:0048519 negative regulation of biological process,-2.4,3.4,3.5,18982,38,1031,7,0.68,0.26,823804|824900|830621|834842|834892|839232|842710,PUB13|ACA11|BON2|RBOHD|BIR1|VAD1|RBOH F,-0.55,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0030490,maturation of SSU-rRNA,19_GO:0071840 cellular component organization or biogenesis,-2.4,3.1,3.4,18982,48,1031,8,0.78,0.27,818377|824290|824866|828935|832138|834121|838345|843564,AT2G37990|AT3G51270|EDA7|AT4G28200|AT5G20160|AT5G41190|NOF1|PUM23,-0.55,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-2.4,2.2,3.2,18982,116,1031,14,1.4,0.36,818761|819069|820408|821884|823774|828972|829390|830000|831411|832409|835526|839389|842193|842337,TFIIB|RAB6A|RBR1|AT3G23090|HERK1|CKL6|LUG|ROPGEF1|LNG1|AT5G23430|THE1|RALF1|SAB|AT1G60420,-0.54,WS_c1_which_mclass____5___1_
GO Biological Processes,19,GO:0019637,organophosphate metabolic process,19_GO:0008152 metabolic process,-2.4,1.5,2.9,18982,612,1031,49,4.8,0.66,814698|816757|816781|818137|818302|818346|818752|819175|819260|819905|821244|821297|821476|821659|824309|824439|824667|824816|824930|826791|827230|827730|829043|829069|829351|829585|829622|830052|831150|831998|832224|832511|834065|834283|834298|835527|836183|837466|837917|838075|838226|838239|838801|838868|841762|842869|843694|844285|844363,AT2G01690|MIPS2|PFK5|AT2G35680|ADK|AT2G37690|GPDHC1|AT2G45670|PI4K GAMMA 4|AT3G07180|NPC3|AT3G01310|PEN2|NADK1|RHD4|AT3G52730|PUR5|HIT3|ADSS|PLDGAMMA1|CLA1|AT4G19860|PFK1|AT4G29480|PANK2|HDR|CIB22|FBA2|G6PD2|AT5G18800|B73|EMB2024|SDH2-2|AT5G42740|PAH2|HL|GPAT9|ACLA-3|AAPT1|AT1G15120|AT1G16560|AT1G16700|PIP5K1|ATSAC1|DJ1B|FRA3|AT1G73600|AT1G79470|AT1G80230,-0.54,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ath03050,Proteasome,,-2.4,2.8,3.3,18982,59,1031,9,0.87,0.29,815135|816533|822364|824289|834290|838217|838609|839409|841822,PAA2|RPT2b|PBB1|PAD1|PAF1|PAB1|EMB2719|AT1G04810|PAE1,-0.54,WS_c1_which_mclass____5___1_
KEGG Pathway,24,ko03050,Proteasome,,-2.4,2.8,3.3,18982,59,1031,9,0.87,0.29,815135|816533|822364|824289|834290|838217|838609|839409|841822,PAA2|RPT2b|PBB1|PAD1|PAF1|PAB1|EMB2719|AT1G04810|PAE1,-0.54,WS_c1_which_mclass____5___1_
