Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0044773,mitotic DNA damage checkpoint,19_GO:0048519 negative regulation of biological process,-2.6,4.6,3.9,18982,11,1892,5,0.26,0.12,821254|827156|829211|835372|841684,NBS1|AT4G14970|MUS81|AT5G52950|AT1G52530,-0.46,hits
GO Biological Processes,19,GO:0009956,radial pattern formation,19_GO:0032501 multicellular organismal process,-2.5,3.1,3.5,18982,26,1892,8,0.42,0.15,818336|820027|821240|830976|835648|835845|836414|839756,DOF2.4|SIEL|RPK2|AT5G02460|TRN1|AIL5|HCA2|SRD2,-0.45,hits
KEGG Pathway,24,ko00195,Photosynthesis,,-2.5,2.1,3.2,18982,76,1892,16,0.85,0.21,816545|824699|825866|827146|836789|837358|837639|838400|839918|840149|844733|844773|844781|844787|844790|844802,PSAE-2|PPL1|PSBQ-2|FdC1|PSBO1|PSAO|FD1|PSAD-2|PSAK|FdC2|psbB|psbC|psbM|atpI|atpA|psbA,-0.45,hits
KEGG Pathway,24,ath00195,Photosynthesis,,-2.5,2.1,3.2,18982,76,1892,16,0.85,0.21,816545|824699|825866|827146|836789|837358|837639|838400|839918|840149|844733|844773|844781|844787|844790|844802,PSAE-2|PPL1|PSBQ-2|FdC1|PSBO1|PSAO|FD1|PSAD-2|PSAK|FdC2|psbB|psbC|psbM|atpI|atpA|psbA,-0.45,hits
GO Biological Processes,19,GO:0019751,polyol metabolic process,19_GO:0008152 metabolic process,-2.5,2.2,3.3,18982,63,1892,14,0.74,0.2,816757|817740|818379|818994|827526|831359|834037|835185|836015|836521|837069|840007|840311|842233,MIPS2|5PTase14|AT2G38010|5PTase12|IP5PII|AT5G15070|SIP1|AT5G51110|AT5G58980|SAL2|5PTASE13|IMPL1|IP5PI|AT1G59171,-0.44,hits
GO Biological Processes,19,GO:0045143,homologous chromosome segregation,19_GO:0022414 reproductive process,-2.5,2.6,3.4,18982,38,1892,10,0.53,0.17,820506|821254|825124|825523|827058|827156|829211|835166|837893|838834,ATSPO11-1|NBS1|SYN3|AT3G63480|PRD1|AT4G14970|MUS81|AT5G50930|AHP2|ZYP1b,-0.44,hits
GO Biological Processes,19,GO:0140053,mitochondrial gene expression,19_GO:0008152 metabolic process,-2.5,2.3,3.2,18982,57,1892,13,0.69,0.19,815830|816946|817349|829193|830284|833980|835506|836553|836619|837784|838157|839880|842952,AT2G13440|SCA3|AT2G28050|MEF29|AT5G04050|AT5G39840|PTAC15|AT5G64320|AT5G64950|AT1G12300|AT1G15870|nMAT1|AT1G66345,-0.44,hits
GO Biological Processes,19,GO:0009793,embryo development ending in seed dormancy,19_GO:0022414 reproductive process,-2.5,1.4,2.9,18982,552,1892,75,4,0.45,814691|815029|816200|816380|816708|816757|817437|818088|818368|818771|819135|819239|819562|820616|820719|820732|821240|821336|821589|822052|822389|822586|823778|824006|824078|824537|824637|825111|825383|825755|826648|826715|827009|827107|827740|827751|827760|827867|828396|828569|829132|829546|829706|830116|831533|831717|831845|832000|832240|832343|832459|833967|834014|835093|835642|835726|836269|836414|836419|836579|837406|837941|838363|838738|839756|839941|841768|841807|841947|842311|842379|843064|843303|843343|844287,MEE11|EMB2761|MEE15|MEE16|EMB2219|MIPS2|emb1997|RPA|emb1513|EMB2654|GCP1|CRF5|NAC047|NF-YA6|EMB3120|TCP4|RPK2|EMB1270|EMB2729|RSY3|RST1|emb2076|MEE39|EMB2423|EMB2261|MEE40|AMP1|CR4|IAA30|EMB2369|MEE53|CRF1|NOV|emb2739|KUP9|EMB1895|GSO1|emb1417|ESP|TAR2|AT4G30090|EMB2758|AT4G35540|EMB2453|EMB2247|EMB175|PCS1|Cpn60alpha2|emb1379|EMB1030|PEL3|EMB2745|EMB506|EMB1006|GEX1|WRKY2|PXY|HCA2|emb1692|EMB3144|emb2411|FAC19|ABCG11|emb2170|SRD2|EMB2279|AT1G53330|WAG1|AT1G55040|AT1G60160|MEE9|emb1688|CUL3B|EMB25|EMB2217,-0.44,hits
GO Biological Processes,19,GO:1900871,chloroplast mRNA modification,19_GO:0008152 metabolic process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,821642|831647|841167,AT3G20930|VAR3|DYW1,-0.44,hits
GO Biological Processes,19,GO:0019367,"fatty acid elongation, saturated fatty acid",19_GO:0008152 metabolic process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,819823|829836|843838,AT3G06460|HOS3-1|AT1G75000,-0.44,hits
GO Biological Processes,19,GO:0045128,negative regulation of reciprocal meiotic recombination,19_GO:0048519 negative regulation of biological process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,822331|839457|840448,AT3G27120|AT1G04650|FANCM,-0.44,hits
GO Biological Processes,19,GO:0034626,"fatty acid elongation, polyunsaturated fatty acid",19_GO:0008152 metabolic process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,819823|829836|843838,AT3G06460|HOS3-1|AT1G75000,-0.44,hits
GO Biological Processes,19,GO:0034625,"fatty acid elongation, monounsaturated fatty acid",19_GO:0008152 metabolic process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,819823|829836|843838,AT3G06460|HOS3-1|AT1G75000,-0.44,hits
GO Biological Processes,19,GO:0110029,negative regulation of meiosis I,19_GO:0048519 negative regulation of biological process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,822331|839457|840448,AT3G27120|AT1G04650|FANCM,-0.44,hits
GO Biological Processes,19,GO:0019368,"fatty acid elongation, unsaturated fatty acid",19_GO:0008152 metabolic process,-2.4,7.5,4.3,18982,4,1892,3,0.16,0.091,819823|829836|843838,AT3G06460|HOS3-1|AT1G75000,-0.44,hits
GO Biological Processes,19,GO:0007166,cell surface receptor signaling pathway,19_GO:0023052 signaling,-2.4,2.5,3.2,18982,45,1892,11,0.58,0.17,824551|824942|824945|831776|834624|836812|838180|838721|842432|842826|843068,AT3G53840|AT3G57730|AT3G57760|AT5G02070|AT5G45840|AT5G66790|WAKL6|WAK1|SD1-29|AT1G65190|AT1G67470,-0.42,hits
GO Biological Processes,19,GO:1900864,mitochondrial RNA modification,19_GO:0008152 metabolic process,-2.4,2.7,3.3,18982,33,1892,9,0.48,0.16,815830|815845|816576|820459|829193|832021|837123|843585|843800,AT2G13440|SLO2|MEF21|MEF22|MEF29|MEF18|MEF3|AT1G72530|OTP87,-0.41,hits
GO Biological Processes,19,GO:0140013,meiotic nuclear division,19_GO:0022414 reproductive process,-2.4,1.8,3,18982,122,1892,22,1.2,0.25,817930|820123|820208|820506|821180|821254|822331|825124|825523|827058|827156|828396|829211|829352|835166|836473|836573|837893|838834|839457|840448|844075,AT2G33640|MCM8|AT3G10440|ATSPO11-1|AT3G02930|NBS1|AT3G27120|SYN3|AT3G63480|PRD1|AT4G14970|ESP|MUS81|AT4G32190|AT5G50930|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|CYCA1;2,-0.38,hits
GO Biological Processes,19,GO:0009834,plant-type secondary cell wall biogenesis,19_GO:0071840 cellular component organization or biogenesis,-2.4,2,3,18982,86,1892,17,0.9,0.22,816036|818230|821397|824184|827152|828593|828968|829469|829773|836858|837488|838219|839747|842568|842938|842999|843676,AT2G15440|AT2G36570|PGSIP1|IRX15|AO1|AT4G24910|NAC073|PGSIP3|NAC076|IRX14-L|GXM3|MYB58|NAC010|ANAC026|MYB20|AT1G66810|MYB54,-0.38,hits
GO Biological Processes,19,GO:1903338,regulation of cell wall organization or biogenesis,19_GO:0050789 regulation of biological process,-2.3,2.4,3.2,18982,46,1892,11,0.58,0.17,828968|829773|830378|831831|836359|838219|839747|842568|842938|842999|843676,NAC073|NAC076|AT5G04960|FRB1|NAC101|MYB58|NAC010|ANAC026|MYB20|AT1G66810|MYB54,-0.37,hits
GO Biological Processes,19,GO:0080156,mitochondrial mRNA modification,19_GO:0008152 metabolic process,-2.3,2.9,3.3,18982,28,1892,8,0.42,0.15,815845|816576|820459|829193|832021|837123|843585|843800,SLO2|MEF21|MEF22|MEF29|MEF18|MEF3|AT1G72530|OTP87,-0.37,hits
GO Biological Processes,19,GO:0032200,telomere organization,19_GO:0071840 cellular component organization or biogenesis,-2.3,2.5,3.2,18982,40,1892,10,0.53,0.17,821254|824006|824051|827651|829211|834082|835822|835850|838484|841684,NBS1|EMB2423|AT3G48900|AT4G19130|MUS81|ATR|ATLIG4|XRCC3|AT1G19025|AT1G52530,-0.37,hits
GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0071840 cellular component organization or biogenesis,-2.3,2.5,3.2,18982,40,1892,10,0.53,0.17,821254|824006|824051|827651|829211|834082|835822|835850|838484|841684,NBS1|EMB2423|AT3G48900|AT4G19130|MUS81|ATR|ATLIG4|XRCC3|AT1G19025|AT1G52530,-0.37,hits
GO Biological Processes,19,GO:0090615,mitochondrial mRNA processing,19_GO:0008152 metabolic process,-2.3,5,3.8,18982,8,1892,4,0.21,0.11,817349|830284|837784|839880,AT2G28050|AT5G04050|AT1G12300|nMAT1,-0.37,hits
GO Biological Processes,19,GO:0043200,response to amino acid,19_GO:0050896 response to stimulus,-2.3,2.7,3.2,18982,34,1892,9,0.48,0.16,816231|817800|817801|819566|824311|826407|830991|831681|840859,GLR2|GLR3.5|GLR5|GLR1.1|GLR3.6|MAPKKK9|GLR2.5|RAPTOR2|GLR3.3,-0.37,hits
GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,19_GO:0050896 response to stimulus,-2.3,1.6,2.8,18982,201,1892,32,1.7,0.3,814721|814823|815111|816538|817761|818273|818374|819292|819311|819743|821254|821941|824440|824559|825382|827778|827854|828638|828641|829115|829541|834383|837376|837455|837479|838207|839681|841202|842288|842794|842991|843330,AT2G01900|PKS1|PGR5|PIL5|CVL1|SIGF|SOUL-1|PRR9|PIL1|RECQI1|NBS1|DSPTP1|AT3G52740|SIGC|PIL2|AT4G20310|BRCA1|SHB1|SAP10|AT4G29920|OST1|TZP|SIG2|CRB|PIF3|OCT6|AT1G27880|ATE2F2|ARR3|SIGA|LIG6|SHW1,-0.36,hits
GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,19_GO:0050896 response to stimulus,-2.3,1.6,2.8,18982,201,1892,32,1.7,0.3,814721|814823|815111|816538|817761|818273|818374|819292|819311|819743|821254|821941|824440|824559|825382|827778|827854|828638|828641|829115|829541|834383|837376|837455|837479|838207|839681|841202|842288|842794|842991|843330,AT2G01900|PKS1|PGR5|PIL5|CVL1|SIGF|SOUL-1|PRR9|PIL1|RECQI1|NBS1|DSPTP1|AT3G52740|SIGC|PIL2|AT4G20310|BRCA1|SHB1|SAP10|AT4G29920|OST1|TZP|SIG2|CRB|PIF3|OCT6|AT1G27880|ATE2F2|ARR3|SIGA|LIG6|SHW1,-0.36,hits
GO Biological Processes,19,GO:0009767,photosynthetic electron transport chain,19_GO:0008152 metabolic process,-2.3,2.3,3.1,18982,47,1892,11,0.58,0.17,815111|819185|819295|825866|826803|828489|829266|836059|836789|837358|841984,PGR5|CPFTSY|PSI-P|PSBQ-2|PGRL1B|NdhS|ACDO1|AT5G59400|PSBO1|PSAO|NDF5,-0.34,hits
GO Biological Processes,19,GO:0009768,"photosynthesis, light harvesting in photosystem I",19_GO:0008152 metabolic process,-2.2,3.1,3.3,18982,23,1892,7,0.37,0.14,818005|826626|835515|837358|838151|839871|842446,LHB1B2|LHCB5|LHCB3|PSAO|LHCB6|CAB1|LHCA3,-0.34,hits
GO Biological Processes,19,GO:0031425,chloroplast RNA processing,19_GO:0008152 metabolic process,-2.2,3.1,3.3,18982,23,1892,7,0.37,0.14,816078|817526|818771|823832|830772|835388|839941,OTP51|OTP81|EMB2654|CRR2|AT5G08720|AT5G53080|EMB2279,-0.34,hits
GO Biological Processes,19,GO:0007093,mitotic cell cycle checkpoint,19_GO:0048519 negative regulation of biological process,-2.2,2.6,3.1,18982,35,1892,9,0.48,0.16,821254|827156|829211|835372|836489|836745|837238|839453|841684,NBS1|AT4G14970|MUS81|AT5G52950|AT5G63690|ATRAD17|AT1G07270|WEE1|AT1G52530,-0.32,hits
GO Biological Processes,19,GO:0015996,chlorophyll catabolic process,19_GO:0008152 metabolic process,-2.2,3.3,3.3,18982,18,1892,6,0.32,0.13,819561|823622|828391|829266|829854|830372,NAC046|ACD1|NYE1|ACDO1|ACD2|NOL,-0.32,hits
GO Biological Processes,19,GO:0044818,mitotic G2/M transition checkpoint,19_GO:0048519 negative regulation of biological process,-2.2,3.9,3.4,18982,13,1892,5,0.26,0.12,821254|835372|836745|837238|841684,NBS1|AT5G52950|ATRAD17|AT1G07270|AT1G52530,-0.32,hits
GO Biological Processes,19,GO:0000076,DNA replication checkpoint,19_GO:0048519 negative regulation of biological process,-2.2,3.9,3.4,18982,13,1892,5,0.26,0.12,835372|836745|837238|839453|841684,AT5G52950|ATRAD17|AT1G07270|WEE1|AT1G52530,-0.32,hits
GO Biological Processes,19,GO:1902750,negative regulation of cell cycle G2/M phase transition,19_GO:0048519 negative regulation of biological process,-2.2,3.9,3.4,18982,13,1892,5,0.26,0.12,821254|835372|836745|837238|841684,NBS1|AT5G52950|ATRAD17|AT1G07270|AT1G52530,-0.32,hits
GO Biological Processes,19,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2.2,3.9,3.4,18982,13,1892,5,0.26,0.12,821254|835372|836745|837238|841684,NBS1|AT5G52950|ATRAD17|AT1G07270|AT1G52530,-0.32,hits
GO Biological Processes,19,GO:0009790,embryo development,19_GO:0032501 multicellular organismal process,-2.2,1.3,2.6,18982,584,1892,77,4.1,0.45,814691|815029|816200|816380|816708|816757|817437|818088|818368|818771|819135|819239|819562|820616|820719|820732|821240|821336|821589|822052|822389|822586|823778|824006|824078|824537|824637|825111|825383|825755|826648|826715|827009|827107|827740|827751|827760|827867|828396|828569|829132|829546|829706|830116|831533|831717|831845|832000|832240|832343|832459|833967|834014|834197|835093|835642|835726|835845|836269|836414|836419|836579|837406|837941|838363|838738|839756|839941|841768|841807|841947|842311|842379|843064|843303|843343|844287,MEE11|EMB2761|MEE15|MEE16|EMB2219|MIPS2|emb1997|RPA|emb1513|EMB2654|GCP1|CRF5|NAC047|NF-YA6|EMB3120|TCP4|RPK2|EMB1270|EMB2729|RSY3|RST1|emb2076|MEE39|EMB2423|EMB2261|MEE40|AMP1|CR4|IAA30|EMB2369|MEE53|CRF1|NOV|emb2739|KUP9|EMB1895|GSO1|emb1417|ESP|TAR2|AT4G30090|EMB2758|AT4G35540|EMB2453|EMB2247|EMB175|PCS1|Cpn60alpha2|emb1379|EMB1030|PEL3|EMB2745|EMB506|AT5G41920|EMB1006|GEX1|WRKY2|AIL5|PXY|HCA2|emb1692|EMB3144|emb2411|FAC19|ABCG11|emb2170|SRD2|EMB2279|AT1G53330|WAG1|AT1G55040|AT1G60160|MEE9|emb1688|CUL3B|EMB25|EMB2217,-0.32,hits
GO Biological Processes,19,GO:0006458,'de novo' protein folding,19_GO:0009987 cellular process,-2.2,2.3,3,18982,48,1892,11,0.58,0.17,816577|816578|816768|817620|817771|831856|832628|835615|838174|844343|6241015,AT2G20550|AT2G20560|AT2G22360|AT2G30695|HSP70T-2|Hsp70-2|AT5G25530|AT5G55220|Hsp70b|AT1G80030|AT4G32208,-0.32,hits
GO Biological Processes,19,GO:1903046,meiotic cell cycle process,19_GO:0022414 reproductive process,-2.1,1.6,2.7,18982,166,1892,27,1.4,0.27,817930|820123|820208|820506|821180|821254|822040|822331|824375|825124|825523|827058|827156|827271|828396|829211|829352|835166|835888|836473|836573|837893|838834|839457|840448|841684|844075,AT2G33640|MCM8|AT3G10440|ATSPO11-1|AT3G02930|NBS1|MSH7|AT3G27120|GR1|SYN3|AT3G63480|PRD1|AT4G14970|AT4G15890|ESP|MUS81|AT4G32190|AT5G50930|AT5G57790|RMI1|XRCC2|AHP2|ZYP1b|AT1G04650|FANCM|AT1G52530|CYCA1;2,-0.29,hits
GO Biological Processes,19,GO:1901661,quinone metabolic process,19_GO:0008152 metabolic process,-2.1,2.5,3,18982,36,1892,9,0.48,0.16,818703|830842|834953|838945|839932|840114|843810|844150|844187,AT2G41040|AT5G09820|DHNAT2|MENG|AAE14|AT1G32220|EDS16|AT1G78140|SPS1,-0.29,hits
GO Biological Processes,19,GO:1901663,quinone biosynthetic process,19_GO:0008152 metabolic process,-2.1,2.5,3,18982,36,1892,9,0.48,0.16,818703|830842|834953|838945|839932|840114|843810|844150|844187,AT2G41040|AT5G09820|DHNAT2|MENG|AAE14|AT1G32220|EDS16|AT1G78140|SPS1,-0.29,hits
GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-2.1,2.7,3.1,18982,30,1892,8,0.42,0.15,821254|821404|829406|831001|835372|836745|837238|841684,NBS1|TSK|AT4G32700|CYC3B|AT5G52950|ATRAD17|AT1G07270|AT1G52530,-0.29,hits
GO Biological Processes,19,GO:2000652,regulation of secondary cell wall biogenesis,19_GO:0071840 cellular component organization or biogenesis,-2.1,2.7,3.1,18982,30,1892,8,0.42,0.15,828968|829773|838219|839747|842568|842938|842999|843676,NAC073|NAC076|MYB58|NAC010|ANAC026|MYB20|AT1G66810|MYB54,-0.29,hits
GO Biological Processes,19,GO:0051784,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-2.1,2.7,3.1,18982,30,1892,8,0.42,0.15,822331|822385|831792|834044|837339|839457|840448|841559,AT3G27120|AT3G27630|AT5G02220|AT5G40460|AT1G08180|AT1G04650|FANCM|AT1G51355,-0.29,hits
GO Biological Processes,19,GO:0007163,establishment or maintenance of cell polarity,19_GO:0009987 cellular process,-2.1,2.7,3.1,18982,30,1892,8,0.42,0.15,819077|819744|824293|828396|829016|832970|834637|835726,ARAC9|TRM6|ROP1|ESP|ROP9|WVD2|RAC2|WRKY2,-0.29,hits
GO Biological Processes,19,GO:0010239,chloroplast mRNA processing,19_GO:0008152 metabolic process,-2.1,4.5,3.5,18982,9,1892,4,0.21,0.11,816078|818771|830772|839941,OTP51|EMB2654|AT5G08720|EMB2279,-0.29,hits
GO Biological Processes,19,GO:0033314,mitotic DNA replication checkpoint,19_GO:0048519 negative regulation of biological process,-2.1,4.5,3.5,18982,9,1892,4,0.21,0.11,835372|836745|837238|841684,AT5G52950|ATRAD17|AT1G07270|AT1G52530,-0.29,hits
GO Biological Processes,19,GO:0090057,root radial pattern formation,19_GO:0032501 multicellular organismal process,-2.1,4.5,3.5,18982,9,1892,4,0.21,0.11,818336|820027|830976|836414,DOF2.4|SIEL|AT5G02460|HCA2,-0.29,hits
GO Biological Processes,19,GO:0010165,response to X-ray,19_GO:0050896 response to stimulus,-2.1,4.5,3.5,18982,9,1892,4,0.21,0.11,830659|835822|836267|842991,SMC6A|ATLIG4|MIM|LIG6,-0.29,hits
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-2.1,2.1,2.8,18982,63,1892,13,0.69,0.19,816231|816909|817800|817801|819566|820768|824311|827024|830991|831308|831681|831979|840859,GLR2|LYK4|GLR3.5|GLR5|GLR1.1|AT3G15356|GLR3.6|EDA36|GLR2.5|NRT2.7|RAPTOR2|AT5G18610|GLR3.3,-0.29,hits
GO Biological Processes,19,GO:0046149,pigment catabolic process,19_GO:0008152 metabolic process,-2.1,3.2,3.1,18982,19,1892,6,0.32,0.13,819561|823622|828391|829266|829854|830372,NAC046|ACD1|NYE1|ACDO1|ACD2|NOL,-0.29,hits
GO Biological Processes,19,GO:0010520,regulation of reciprocal meiotic recombination,19_GO:0022414 reproductive process,-2.1,6,3.7,18982,5,1892,3,0.16,0.091,822331|839457|840448,AT3G27120|AT1G04650|FANCM,-0.29,hits
GO Biological Processes,19,GO:0045835,negative regulation of meiotic nuclear division,19_GO:0048519 negative regulation of biological process,-2.1,6,3.7,18982,5,1892,3,0.16,0.091,822331|839457|840448,AT3G27120|AT1G04650|FANCM,-0.29,hits
GO Biological Processes,19,GO:0090603,sieve element differentiation,19_GO:0032502 developmental process,-2.1,6,3.7,18982,5,1892,3,0.16,0.091,821226|831591|840078,NAC045|NAC086|BRX,-0.29,hits
GO Biological Processes,19,GO:0031573,intra-S DNA damage checkpoint,19_GO:0048519 negative regulation of biological process,-2.1,6,3.7,18982,5,1892,3,0.16,0.091,827156|829211|841684,AT4G14970|MUS81|AT1G52530,-0.29,hits
GO Biological Processes,19,GO:0051447,negative regulation of meiotic cell cycle,19_GO:0048519 negative regulation of biological process,-2.1,6,3.7,18982,5,1892,3,0.16,0.091,822331|839457|840448,AT3G27120|AT1G04650|FANCM,-0.29,hits
GO Biological Processes,19,GO:0042181,ketone biosynthetic process,19_GO:0008152 metabolic process,-2,2.4,2.9,18982,37,1892,9,0.48,0.16,818703|830842|834953|838945|839932|840114|843810|844150|844187,AT2G41040|AT5G09820|DHNAT2|MENG|AAE14|AT1G32220|EDS16|AT1G78140|SPS1,-0.27,hits
GO Biological Processes,19,GO:0071482,cellular response to light stimulus,19_GO:0050896 response to stimulus,-2,1.8,2.7,18982,107,1892,19,1,0.23,814823|815111|816538|818273|818374|819292|819311|824440|824559|825382|828638|829541|834383|837376|837479|841202|842288|842794|843330,PKS1|PGR5|PIL5|SIGF|SOUL-1|PRR9|PIL1|AT3G52740|SIGC|PIL2|SHB1|OST1|TZP|SIG2|PIF3|ATE2F2|ARR3|SIGA|SHW1,-0.27,hits
GO Biological Processes,19,GO:0000373,Group II intron splicing,19_GO:0008152 metabolic process,-2,2.8,3,18982,25,1892,7,0.37,0.14,816078|816521|839880|842789|842952|843343|6240517,OTP51|CAF1|nMAT1|APO1|AT1G66345|EMB25|WTF1,-0.26,hits
GO Biological Processes,19,GO:0006282,regulation of DNA repair,19_GO:0050789 regulation of biological process,-2,2.6,2.9,18982,31,1892,8,0.42,0.15,817744|817745|822331|828016|834082|835150|836745|838492,PARG2|TEJ|AT3G27120|FDM2|ATR|AT5G50780|ATRAD17|DMS11,-0.26,hits
GO Biological Processes,19,GO:0070192,chromosome organization involved in meiotic cell cycle,19_GO:0022414 reproductive process,-2,2.1,2.8,18982,57,1892,12,0.63,0.18,820208|820506|821254|825124|825523|827058|827156|827271|829211|835166|837893|838834,AT3G10440|ATSPO11-1|NBS1|SYN3|AT3G63480|PRD1|AT4G14970|AT4G15890|MUS81|AT5G50930|AHP2|ZYP1b,-0.26,hits
