"","TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Log2fc_.leaf_FLT.v.leaf_GC.","Log2fc_.leaf_FLT.v.root_FLT.","Log2fc_.leaf_FLT.v.root_GC.","Log2fc_.leaf_GC.v.root_FLT.","Log2fc_.leaf_GC.v.root_GC.","Log2fc_.root_FLT.v.root_GC.","Log2fc_.leaf_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_FLT.","Log2fc_.root_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_GC.","Log2fc_.root_GC.v.leaf_GC.","Log2fc_.root_GC.v.root_FLT."
"378","AT1G20650","ASG5",NA,"NM_101916",838654,"3702.AT1G20650.1",NA,1.306635565,-0.168868747,1.573779465,-1.475504312,0.267143899,1.742648212,-1.306635565,0.168868747,-1.573779465,1.475504312,-0.267143899,-1.742648212
"379","AT1G20720",NA,NA,"NM_001332462",838662,NA,"GO:0003676, GO:0003678, GO:0003824, GO:0004386, GO:0005488, GO:0006139, GO:0006259, GO:0006281, GO:0006351, GO:0006366, GO:0007049, GO:0007059, GO:0007067, GO:0008152, GO:0009987, GO:0044238, GO:0016070",-0.42162369,0.062118607,-0.473859775,0.483742297,-0.052236085,-0.535978383,0.42162369,-0.062118607,0.473859775,-0.483742297,0.052236085,0.535978383
"380","AT1G20880",NA,NA,"NM_001198120",838681,NA,NA,-0.449033385,0.029281575,-0.306109572,0.47831496,0.142923813,-0.335391146,0.449033385,-0.029281575,0.306109572,-0.47831496,-0.142923813,0.335391146
"381","AT1G20910",NA,NA,"NM_001332476",838684,NA,"GO:0000981, GO:0001071, GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005622, GO:0005634, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007",0.672778321,0.040196428,0.701734213,-0.632581893,0.028955892,0.661537785,-0.672778321,-0.040196428,-0.701734213,0.632581893,-0.028955892,-0.661537785
"382","AT1G20930","CDKB2;2","Cyclin-dependent kinase, expressed in flowers and suspension cell culture, expression peaks during M phase in synchronized cultures. Required for proper organization of the shoot apical meristem and for hormone signaling. Expressed in the shoot apical meristem. Involved in regulation of the G2/M transition of the mitotic cell cycle.","NM_101946",838687,"3702.AT1G20930.1","GO:0003824, GO:0004672, GO:0004715, GO:0005975, GO:0005976, GO:0005977, GO:0006464, GO:0006468, GO:0007049, GO:0007067, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0032502, GO:0035556, GO:0044238",-0.192319961,0.291727147,-0.079686503,0.484047108,0.112633458,-0.37141365,0.192319961,-0.291727147,0.079686503,-0.484047108,-0.112633458,0.37141365
"383","AT1G21065",NA,NA,"NM_101960",838701,NA,NA,2.799074917,-0.282896896,2.979530169,-3.081971813,0.180455252,3.262427066,-2.799074917,0.282896896,-2.979530169,3.081971813,-0.180455252,-3.262427066
"384","AT1G21070",NA,NA,"NM_101961",838703,NA,NA,0.057769073,-0.113474313,0.02733214,-0.171243386,-0.030436933,0.140806453,-0.057769073,0.113474313,-0.02733214,0.171243386,0.030436933,-0.140806453
"385","AT1G21090",NA,NA,"NM_001332484",838705,NA,NA,-0.950345287,0.228763346,-0.830588944,1.179108633,0.119756343,-1.05935229,0.950345287,-0.228763346,0.830588944,-1.179108633,-0.119756343,1.05935229
"386","AT1G21140",NA,NA,"NM_101968",838710,NA,"GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0009987, GO:0022857, GO:0042592, GO:0050896, GO:0051179, GO:0065007",-2.110561927,-0.338367556,-2.32135369,1.77219437,-0.210791764,-1.982986134,2.110561927,0.338367556,2.32135369,-1.77219437,0.210791764,1.982986134
"387","AT1G21160",NA,NA,"NM_101970",838712,NA,"GO:0003824, GO:0003924, GO:0005622, GO:0006139, GO:0006412, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016462, GO:0016787, GO:0019538, GO:0044238, GO:0044464",-0.024675622,0.102158204,-0.062963439,0.126833827,-0.038287816,-0.165121643,0.024675622,-0.102158204,0.062963439,-0.126833827,0.038287816,0.165121643
"388","AT1G21190","LSM3A",NA,"NM_101972",838714,"3702.AT1G21190.1","GO:0000375, GO:0000398, GO:0003676, GO:0003723, GO:0005488, GO:0005622, GO:0005634, GO:0005737, GO:0006139, GO:0006397, GO:0006401, GO:0006807, GO:0006996, GO:0008152, GO:0008380, GO:0009056, GO:0009987, GO:0016043, GO:0016070, GO:0030529, GO:0032991, GO:0043226, GO:0043234, GO:0044085, GO:0044238, GO:0044464, GO:0071840",-0.23487563,-0.206445472,-0.132349548,0.028430158,0.102526082,0.074095924,0.23487563,0.206445472,0.132349548,-0.028430158,-0.102526082,-0.074095924
"389","AT1G21200",NA,NA,"NM_001332489",838715,NA,NA,-0.895638281,-0.146808696,-0.747961884,0.748829585,0.147676397,-0.601153188,0.895638281,0.146808696,0.747961884,-0.748829585,-0.147676397,0.601153188
"390","AT1G21650","SECA2","Encodes a component of the thylakoid-localized Sec system involved in the translocation of cytoplasmic proteins into plastid.  Loss-of-function mutations result in arrest at the globular stage and embryo lethality.","NM_001198129",838767,"3702.AT1G21650.3","GO:0000166, GO:0003824, GO:0005215, GO:0005488, GO:0005622, GO:0005737, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006996, GO:0008104, GO:0008152, GO:0009056, GO:0009536, GO:0009987, GO:0015031, GO:0016043, GO:0016462, GO:0016787, GO:0022857, GO:0042626, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0051179, GO:0065007, GO:0071840",1.360873308,0.264765191,1.36299019,-1.096108117,0.002116882,1.098224999,-1.360873308,-0.264765191,-1.36299019,1.096108117,-0.002116882,-1.098224999
"391","AT1G21651",NA,NA,"NM_001123853",6241299,NA,"",-0.484687865,0.289852299,-0.483683745,0.774540164,0.001004121,-0.773536044,0.484687865,-0.289852299,0.483683745,-0.774540164,-0.001004121,0.773536044
"392","AT1G21690","EMB1968",NA,"NM_001198131",838771,"3702.AT1G21690.3","GO:0003676, GO:0003677, GO:0003824, GO:0005488, GO:0005622, GO:0005634, GO:0005694, GO:0006139, GO:0006259, GO:0006260, GO:0006281, GO:0006796, GO:0006807, GO:0006950, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016462, GO:0016787, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0050896",0.501023824,0.127236245,0.391744538,-0.373787579,-0.109279285,0.264508294,-0.501023824,-0.127236245,-0.391744538,0.373787579,0.109279285,-0.264508294
"393","AT1G21710","ATOGG1","Encodes 8-oxoguanine-DNA glycosylase. DNA repair enzyme.","NM_102020",838775,"3702.AT1G21710.1","GO:0003824, GO:0006139, GO:0006259, GO:0006281, GO:0006807, GO:0006950, GO:0008152, GO:0009987, GO:0016787, GO:0016799, GO:0019104, GO:0044238, GO:0050896",-0.267430819,-0.106016858,-0.230221772,0.161413961,0.037209047,-0.124204914,0.267430819,0.106016858,0.230221772,-0.161413961,-0.037209047,0.124204914
"394","AT1G21740",NA,NA,"NM_102023",838778,NA,NA,-1.300819006,-0.629323998,-1.470169615,0.671495009,-0.169350609,-0.840845617,1.300819006,0.629323998,1.470169615,-0.671495009,0.169350609,0.840845617
"395","AT1G21760","ATFBP7","This gene is predicted to encode an F-box protein that is evolutionarily conserved between Arabidopsis and other eukaryotes including S.cerevisiae and humans. It may play a role in regulating translation under conditions of temperature stress. FBP7 transcript levels are increased at high and low temperatures.","NM_001332527",838780,"3702.AT1G21760.1",NA,0.288630625,0.187549001,0.467221287,-0.101081623,0.178590663,0.279672286,-0.288630625,-0.187549001,-0.467221287,0.101081623,-0.178590663,-0.279672286
"396","AT1G22030",NA,NA,"NM_102053",838808,NA,NA,-1.732795791,-0.322617386,-1.564603447,1.410178405,0.168192344,-1.241986061,1.732795791,0.322617386,1.564603447,-1.410178405,-0.168192344,1.241986061
"397","AT1G22040",NA,NA,"NM_102054",838809,NA,"GO:0003779, GO:0003824, GO:0005198, GO:0005200, GO:0005488, GO:0005515, GO:0005622, GO:0005856, GO:0006508, GO:0008092, GO:0008152, GO:0008233, GO:0008236, GO:0015629, GO:0016787, GO:0019538, GO:0044238, GO:0043226, GO:0044464",-0.334410537,0.100385884,-0.257005728,0.434796421,0.077404809,-0.357391612,0.334410537,-0.100385884,0.257005728,-0.434796421,-0.077404809,0.357391612
"398","AT1G22065",NA,NA,"NM_001123856",6240889,NA,"",-4.551056811,0.00557856,-4.116920245,4.556635371,0.434136567,-4.122498804,4.551056811,-0.00557856,4.116920245,-4.556635371,-0.434136567,4.122498804
"399","AT1G22170",NA,NA,"NM_001332541",838822,NA,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0005975, GO:0005996, GO:0006091, GO:0006094, GO:0006096, GO:0006098, GO:0006109, GO:0006139, GO:0006732, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016853, GO:0016866, GO:0019219, GO:0019220, GO:0019748, GO:0044238, GO:0044464, GO:0050789, GO:0065007",-1.600499751,-0.039347451,-1.836302925,1.5611523,-0.235803174,-1.796955474,1.600499751,0.039347451,1.836302925,-1.5611523,0.235803174,1.796955474
"400","AT1G22180",NA,NA,"NM_001332542",838823,NA,"GO:0003824, GO:0006520, GO:0006521, GO:0008152, GO:0016491, GO:0044238, NA",-1.042047048,0.518765346,-0.686204939,1.560812394,0.355842109,-1.204970285,1.042047048,-0.518765346,0.686204939,-1.560812394,-0.355842109,1.204970285
"401","AT1G22220","AUF2",NA,"NM_102072",838827,"3702.AT1G22220.1","GO:0006810, GO:0007154, GO:0007165, GO:0009719, GO:0009987, GO:0030054, GO:0050789, GO:0050896, GO:0051179, GO:0065007",-1.478011229,1.76979266,-1.635680409,3.247803888,-0.15766918,-3.405473069,1.478011229,-1.76979266,1.635680409,-3.247803888,0.15766918,3.405473069
"402","AT1G22230",NA,NA,"NM_102073",838828,NA,NA,-3.491214666,0.224513037,-3.587361701,3.715727703,-0.096147036,-3.811874739,3.491214666,-0.224513037,3.587361701,-3.715727703,0.096147036,3.811874739
"403","AT1G22270",NA,"Encodes SMO2 (Small Organ 2).  Modulates progression of cell division during organ growth.","NM_102077",838833,NA,"GO:0006139, GO:0006399, GO:0006464, GO:0006479, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016072, GO:0019538, GO:0044085, GO:0044238, GO:0071840",-0.163851343,-0.124097853,-0.228745822,0.03975349,-0.064894479,-0.104647969,0.163851343,0.124097853,0.228745822,-0.03975349,0.064894479,0.104647969
"404","AT1G22310","ATMBD8","Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.","NM_102082",838838,"3702.AT1G22310.2",NA,0.294805173,0.001110667,0.230278577,-0.293694505,-0.064526596,0.229167909,-0.294805173,-0.001110667,-0.230278577,0.293694505,0.064526596,-0.229167909
"405","AT1G22470",NA,NA,"NM_102096",838853,NA,NA,-2.896491385,-0.899038454,-3.065691606,1.997452931,-0.169200221,-2.166653153,2.896491385,0.899038454,3.065691606,-1.997452931,0.169200221,2.166653153
"406","AT1G22540",NA,NA,"NM_102103",838860,NA,"GO:0005215, GO:0006810, GO:0022857, GO:0051179",-0.42206114,-0.045789193,-0.359527307,0.376271947,0.062533833,-0.313738114,0.42206114,0.045789193,0.359527307,-0.376271947,-0.062533833,0.313738114
"407","AT1G22640","ATMYB3","MYB-type transcription factor (MYB3) that represses phenylpropanoid biosynthesis gene expression","NM_001332554",838870,"3702.AT1G22640.1","GO:0000981, GO:0000988, GO:0000989, GO:0001071, GO:0001076, GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0030154, GO:0032502, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007",0.12058142,0.540690072,-0.049125105,0.420108652,-0.169706525,-0.589815177,-0.12058142,-0.540690072,0.049125105,-0.420108652,0.169706525,0.589815177
"408","AT1G22650","A/N-InvD",NA,"NM_001332556",838871,NA,NA,0.648001269,0.807863665,0.85059964,0.159862396,0.202598371,0.042735975,-0.648001269,-0.807863665,-0.85059964,-0.159862396,-0.202598371,-0.042735975
"409","AT1G22700",NA,"Encodes a TPR protein with homology to Ycf37 from Synechocystis that is localized to the thylakoid membrane and is involved in photosystem I biogenesis.","NM_001084111",838876,NA,NA,3.169757084,-0.114268873,3.299242037,-3.284025958,0.129484953,3.413510911,-3.169757084,0.114268873,-3.299242037,3.284025958,-0.129484953,-3.413510911
"410","AT1G22850",NA,NA,"NM_001332560",838890,NA,NA,3.038974271,-0.427477018,3.053700907,-3.466451289,0.014726636,3.481177925,-3.038974271,0.427477018,-3.053700907,3.466451289,-0.014726636,-3.481177925
"411","AT1G22870",NA,NA,"NM_001332562",838892,NA,NA,0.236429002,0.123939931,0.250267941,-0.112489071,0.013838939,0.12632801,-0.236429002,-0.123939931,-0.250267941,0.112489071,-0.013838939,-0.12632801
"412","AT1G22940","TH-1","Encodes a bifunctional enzyme required for thiamine (vitamin B1) biosynthesis. TH1 can phosphorylate HMP-P to produce HMP-PP, the pyrimidine heterocyclic subunit of thiamine. TH1 also catalyzes the condensation of HMP-PP and HET to form thiamine monophosphate (TMP). TH1 also appears capable of phosphorylating HMP based on E.coli mutant complementation assays. th1 mutants are thiamine auxotrophs that die as seedlings on unsupplemented media.","NM_102141",838901,"3702.AT1G22940.1","GO:0003824, GO:0006766, GO:0008152, GO:0009110, GO:0009987, GO:0016301, GO:0016740",1.240626088,-0.025269189,1.36783396,-1.265895277,0.127207872,1.39310315,-1.240626088,0.025269189,-1.36783396,1.265895277,-0.127207872,-1.39310315
"413","AT1G22950",NA,NA,"NM_102142",838902,NA,NA,0.106115649,-0.337368214,0.021839067,-0.443483863,-0.084276583,0.35920728,-0.106115649,0.337368214,-0.021839067,0.443483863,0.084276583,-0.35920728
"414","AT1G22960",NA,NA,"NM_001332567",838903,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.724452374,-0.355641866,-0.937791348,0.368810508,-0.213338975,-0.582149483,0.724452374,0.355641866,0.937791348,-0.368810508,0.213338975,0.582149483
"415","AT1G22970",NA,NA,"NM_001332569",838904,NA,"GO:0005622, GO:0005634, GO:0043226, GO:0044464",0.20135879,-0.093371458,0.277408819,-0.294730248,0.076050029,0.370780277,-0.20135879,0.093371458,-0.277408819,0.294730248,-0.076050029,-0.370780277
"416","AT1G23010","LPR1","Encodes a protein with multicopper oxidase activity.  Located in ER.  Function together with LPR2 (AT1G71040) and a P5-type ATPase (At5g23630/PDR2) in a common pathway that adjusts root meristem activity to Pi (inorganic phosphate) availability.","NM_102149",838909,"3702.AT1G23010.1","GO:0003824, GO:0005488, GO:0008152, GO:0016491",-2.649634735,-0.349345048,-3.198478801,2.300289687,-0.548844066,-2.849133753,2.649634735,0.349345048,3.198478801,-2.300289687,0.548844066,2.849133753
"417","AT1G23020","ATFRO3","Encodes a ferric chelate reductase whose transcription is regulated by FIT1.  Expressed in the root, shoot, flower and cotyledon.","NM_001198138",838910,"3702.AT1G23020.2",NA,-0.069488877,0.146358793,-0.065152875,0.21584767,0.004336002,-0.211511669,0.069488877,-0.146358793,0.065152875,-0.21584767,-0.004336002,0.211511669
"418","AT1G23090","AST91","Encodes AST91 mRNA for sulfate transporter.","NM_001332586",838917,"3702.AT1G23090.1","GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0009987, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",3.266742699,0.307873858,3.544771456,-2.958868841,0.278028757,3.236897599,-3.266742699,-0.307873858,-3.544771456,2.958868841,-0.278028757,-3.236897599
"419","AT1G23160",NA,NA,"NM_102164",838924,NA,NA,-7.935323966,1.516335266,-8.117983053,9.451659231,-0.182659088,-9.634318319,7.935323966,-1.516335266,8.117983053,-9.451659231,0.182659088,9.634318319
"420","AT1G23180",NA,NA,"NM_001332592",838926,NA,"GO:0005622, GO:0005634, GO:0005737, GO:0043226, GO:0044464",1.429309426,-0.166378314,1.391234697,-1.595687741,-0.03807473,1.557613011,-1.429309426,0.166378314,-1.391234697,1.595687741,0.03807473,-1.557613011
"421","AT1G23200",NA,NA,"NM_102168",838928,NA,"GO:0003824, GO:0004857, GO:0008152, GO:0016787, GO:0016788, GO:0030234, GO:0044464, GO:0050789, GO:0050790, GO:0065007, GO:0065009",-5.362328043,-1.959917999,-5.775398677,3.402410044,-0.413070633,-3.815480678,5.362328043,1.959917999,5.775398677,-3.402410044,0.413070633,3.815480678
"422","AT1G23260","MMZ1","MMZ1/UEV1A encodes a protein that may play a role in DNA damage responses and error-free post-replicative DNA repair by participating in lysine-63-based polyubiquitination reactions. UEV1A can form diubiquitin and triubiquitin chains in combination with UBC13A/UBC35 in vitro. It can also functionally complement an mms2 mutation in budding yeast, both by increasing mms2 mutant viability in the presence of the DNA damaging agent MMS, and by reducing the rate of spontaneous DNA mutation. However, a combination of MMZ1/UEV1A and UBC13A do not do a good job of rescuing an mms2 ubc13 double mutant in yeast. MMZ1/UEV1A transcripts are found at low levels in most plant organs, but cannot be detected in the pollen. Transcript levels do not appear to be stress-inducible. The uev1a-1 mutant shows normal sensitivity to MMS in germination assays suggesting that UEV1A is not required for DNA damage tolerance during this developmental stage.","NM_001332597",838935,"3702.AT1G23260.1","GO:0005622, GO:0005634, GO:0006139, GO:0006259, GO:0006281, GO:0006464, GO:0006807, GO:0006950, GO:0008152, GO:0009987, GO:0019538, GO:0043226, GO:0044238, GO:0044464, GO:0050896",0.294982503,0.200926885,0.36154492,-0.094055618,0.066562417,0.160618034,-0.294982503,-0.200926885,-0.36154492,0.094055618,-0.066562417,-0.160618034
"423","AT1G23340",NA,NA,"NM_001332599",838943,NA,NA,-1.62329937,-0.305692336,-1.411466908,1.317607034,0.211832462,-1.105774572,1.62329937,0.305692336,1.411466908,-1.317607034,-0.211832462,1.105774572
"424","AT1G23410",NA,NA,"NM_102190",838949,NA,"GO:0003676, GO:0003735, GO:0005198, GO:0005488, GO:0006508, GO:0008152, GO:0019538, GO:0044238",-1.696982823,0.167487209,-1.661340264,1.864470033,0.035642559,-1.828827474,1.696982823,-0.167487209,1.661340264,-1.864470033,-0.035642559,1.828827474
"425","AT1G23850",NA,NA,"NM_102233",838996,NA,NA,0.086495944,1.550036505,0.297017657,1.463540561,0.210521713,-1.253018847,-0.086495944,-1.550036505,-0.297017657,-1.463540561,-0.210521713,1.253018847
"426","AT1G23970",NA,NA,"NM_102244",839008,NA,NA,0.38050171,0.028576583,0.456900694,-0.351925127,0.076398983,0.42832411,-0.38050171,-0.028576583,-0.456900694,0.351925127,-0.076398983,-0.42832411
"427","AT1G24320",NA,NA,"NM_001332645",839048,NA,NA,-5.953881019,1.555235619,-6.198849774,7.509116638,-0.244968755,-7.754085393,5.953881019,-1.555235619,6.198849774,-7.509116638,0.244968755,7.754085393
"428","AT1G24350",NA,NA,"NM_001084125",839051,NA,NA,-0.083289237,-0.204680551,0.009420246,-0.121391314,0.092709483,0.214100796,0.083289237,0.204680551,-0.009420246,0.121391314,-0.092709483,-0.214100796
"429","AT1G24420",NA,NA,"NM_001332649",839058,NA,NA,-6.843524205,0.640143968,-7.54865123,7.483668173,-0.705127025,-8.188795198,6.843524205,-0.640143968,7.54865123,-7.483668173,0.705127025,8.188795198
"430","AT1G24440",NA,NA,"NM_001332650",839060,NA,NA,-0.080084363,1.0102752,-0.066027949,1.090359563,0.014056415,-1.076303148,0.080084363,-1.0102752,0.066027949,-1.090359563,-0.014056415,1.076303148
"431","AT1G24450","NFD2",NA,"NM_102290",839061,"3702.AT1G24450.1","GO:0003676, GO:0003723, GO:0003824, GO:0004518, GO:0004521, GO:0005488, GO:0005622, GO:0005634, GO:0006139, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016787, GO:0016788, GO:0040029, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0065007",-0.227805386,0.411004377,0.1389364,0.638809763,0.366741786,-0.272067977,0.227805386,-0.411004377,-0.1389364,-0.638809763,-0.366741786,0.272067977
"432","AT1G24490","ALB4","Homologue of the Alb3/Oxa1/YidC family. ALB4 is almost identical to the Alb3/Oxa1/YidC domain of the previously described 110 kDa inner envelope protein ARTEMIS. However, ALB4 is expressed as a separate 55 kDa protein and is located in the thylakoid membrane of chloroplasts. Analysis of a T-DNA insertion line with a reduced level of Alb4 revealed chloroplasts with an altered ultrastructure. Mutant plastids are larger, more spherical in appearance and the grana stacks within the mutant lines are less appressed than in the wild-type chloroplasts. ALB4 is required for proper chloroplast biogenesis.","NM_001160892",839065,"3702.AT1G24490.1","GO:0005215, GO:0006091, GO:0006810, GO:0008152, GO:0009987, GO:0019538, GO:0022857, GO:0022904, GO:0044238, GO:0051179",1.007197489,-0.093016925,1.045948948,-1.100214414,0.038751459,1.138965873,-1.007197489,0.093016925,-1.045948948,1.100214414,-0.038751459,-1.138965873
"433","AT1G24610",NA,NA,"NM_102303",839075,NA,"GO:0003824, GO:0006464, GO:0006479, GO:0008152, GO:0008168, GO:0009987, GO:0016740, GO:0019538, GO:0044238",1.242604309,-0.104494674,1.301018657,-1.347098982,0.058414349,1.405513331,-1.242604309,0.104494674,-1.301018657,1.347098982,-0.058414349,-1.405513331
"434","AT1G24625","ZFP7","Encodes a zinc finger protein containing only a single zinc finger.","NM_102305",839077,"3702.AT1G24625.1","GO:0005622, GO:0005634, GO:0043226, GO:0044464, NA",-1.373131968,0.004992192,-1.275090271,1.37812416,0.098041697,-1.280082463,1.373131968,-0.004992192,1.275090271,-1.37812416,-0.098041697,1.280082463
"435","AT1G25275",NA,NA,"NM_001036012",839111,NA,NA,1.694259462,0.579472198,2.208724117,-1.114787264,0.514464655,1.629251919,-1.694259462,-0.579472198,-2.208724117,1.114787264,-0.514464655,-1.629251919
"436","AT1G25360",NA,NA,"NM_102346",839121,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004675, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.885793117,-0.353767986,-1.034763385,0.532025131,-0.148970268,-0.680995399,0.885793117,0.353767986,1.034763385,-0.532025131,0.148970268,0.680995399
"437","AT1G25370",NA,NA,"NM_001332676",839122,NA,NA,-0.617054093,0.138499307,-0.545142748,0.7555534,0.071911345,-0.683642055,0.617054093,-0.138499307,0.545142748,-0.7555534,-0.071911345,0.683642055
"438","AT1G25375",NA,NA,"NM_102348",839123,NA,"GO:0003824, GO:0016787, GO:0008152",-0.173922692,0.204192736,-0.211761349,0.378115429,-0.037838657,-0.415954085,0.173922692,-0.204192736,0.211761349,-0.378115429,0.037838657,0.415954085
"439","AT1G25390",NA,NA,"NM_001332678",839125,NA,"GO:0003824, GO:0004672, GO:0005886, GO:0006464, GO:0006468, GO:0006796, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009987, GO:0016020, GO:0016301, GO:0016740, GO:0019538, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0065007",1.246301923,0.297262565,1.357860953,-0.949039358,0.11155903,1.060598388,-1.246301923,-0.297262565,-1.357860953,0.949039358,-0.11155903,-1.060598388
"440","AT1G25420",NA,NA,"NM_001332679",839128,NA,NA,0.264491741,-0.1305841,0.373707166,-0.39507584,0.109215426,0.504291266,-0.264491741,0.1305841,-0.373707166,0.39507584,-0.109215426,-0.504291266
"441","AT1G25470","CRF12","encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.","NM_102358",839133,"3702.AT1G25470.1",NA,-0.103780072,0.03947361,0.149877171,0.143253682,0.253657243,0.110403562,0.103780072,-0.03947361,-0.149877171,-0.143253682,-0.253657243,-0.110403562
"442","AT1G25480",NA,NA,"NM_102359",839134,NA,"GO:0005215, GO:0005622, GO:0005737, GO:0005773, GO:0006810, GO:0006811, GO:0006820, GO:0009987, GO:0016020, GO:0022857, GO:0043226, GO:0044464, GO:0051179",-0.474509574,-0.186874998,-0.61456042,0.287634576,-0.140050846,-0.427685422,0.474509574,0.186874998,0.61456042,-0.287634576,0.140050846,0.427685422
"443","AT1G25500",NA,NA,"NM_001123883",839136,NA,"GO:0005215, GO:0006810, GO:0022857, GO:0051179",-0.410627793,0.333411821,-0.618743094,0.744039614,-0.2081153,-0.952154915,0.410627793,-0.333411821,0.618743094,-0.744039614,0.2081153,0.952154915
"444","AT1G25510",NA,NA,"NM_102362",839137,NA,"GO:0003824, GO:0004190, GO:0006508, GO:0008152, GO:0008233, GO:0009056, GO:0016787, GO:0019538, GO:0044238",-0.779591286,-0.017276601,-0.616780737,0.762314686,0.162810549,-0.599504137,0.779591286,0.017276601,0.616780737,-0.762314686,-0.162810549,0.599504137
"445","AT1G25682",NA,NA,"NM_001332684",839146,NA,"GO:0000375, GO:0000398, GO:0003676, GO:0003723, GO:0003729, GO:0003824, GO:0005488, GO:0006139, GO:0006397, GO:0008152, GO:0016070, GO:0044238, GO:0008380",0.811401781,0.125632276,0.79096104,-0.685769505,-0.020440741,0.665328764,-0.811401781,-0.125632276,-0.79096104,0.685769505,0.020440741,-0.665328764
"446","AT1G26100",NA,NA,"NM_102375",839151,NA,"GO:0003824, GO:0008152, GO:0016491",-0.671764897,0.283033768,-0.440948685,0.954798665,0.230816212,-0.723982453,0.671764897,-0.283033768,0.440948685,-0.954798665,-0.230816212,0.723982453
"447","AT1G26120","ICME-LIKE1",NA,"NM_102377",839153,"3702.AT1G26120.1","GO:0003824, GO:0008152, GO:0009056, GO:0016787",0.056355936,0.145573983,0.115148668,0.089218047,0.058792732,-0.030425314,-0.056355936,-0.145573983,-0.115148668,-0.089218047,-0.058792732,0.030425314
"448","AT1G26130",NA,NA,"NM_001198167",839154,NA,"GO:0003824, GO:0005215, GO:0005319, GO:0005622, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006820, GO:0006869, GO:0006996, GO:0008152, GO:0009056, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0016462, GO:0016787, GO:0043226, GO:0044238, GO:0044464, GO:0051179, GO:0065007, GO:0071840",0.70108168,0.124546434,0.851199206,-0.576535246,0.150117526,0.726652772,-0.70108168,-0.124546434,-0.851199206,0.576535246,-0.150117526,-0.726652772
"449","AT1G26150","AtPERK10",NA,"NM_001332688",839156,NA,NA,1.533590686,-0.556604593,1.633041366,-2.090195278,0.099450681,2.189645959,-1.533590686,0.556604593,-1.633041366,2.090195278,-0.099450681,-2.189645959
"450","AT1G26160",NA,NA,"NM_001332689",839157,NA,NA,1.140051041,-0.099221621,1.082254596,-1.239272662,-0.057796445,1.181476217,-1.140051041,0.099221621,-1.082254596,1.239272662,0.057796445,-1.181476217
