_MEMBER_WS_c1_which_mclass____6___1_,_LogP_WS_c1_which_mclass____6___1_,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.1,GO:0010043,response to zinc ion,M1,1,0
1,-2.3,GO:1901465,positive regulation of tetrapyrrole biosynthetic process,M1,1,0
1,-2.6,GO:0009179,purine ribonucleoside diphosphate metabolic process,M1,1,0
1,-19,GO:0006779,porphyrin-containing compound biosynthetic process,M1,1,0
1,-11,ath04145,Phagosome,M1,1,0
1,-5.2,GO:0000028,ribosomal small subunit assembly,M1,1,0
1,-2.7,GO:0009737,response to abscisic acid,M1,1,0
1,-3.7,GO:0042026,protein refolding,M1,1,0
1,-6.3,GO:0044264,cellular polysaccharide metabolic process,M1,1,0
1,-2.6,GO:0006757,ATP generation from ADP,M1,1,0
1,-2.3,GO:0009074,aromatic amino acid family catabolic process,M1,1,0
1,-2.3,GO:1990066,energy quenching,M1,1,0
1,-2.5,GO:0043473,pigmentation,M1,1,0
1,-3.9,ath_M00350,"Capsaicin biosynthesis, L-Phenylalanine => Capsaicin",M1,1,0
1,-3.9,GO:0009765,"photosynthesis, light harvesting",M1,1,0
1,-2.1,GO:0045828,positive regulation of isoprenoid metabolic process,M1,1,0
1,-3.5,ko00061,Fatty acid biosynthesis,M1,1,0
1,-4.5,GO:0009156,ribonucleoside monophosphate biosynthetic process,M1,1,0
1,-2.4,GO:0042128,nitrate assimilation,M1,1,0
1,-2.9,GO:0009411,response to UV,M1,1,0
1,-50,GO:0046686,response to cadmium ion,M1,1,0
1,-3.5,GO:0015980,energy derivation by oxidation of organic compounds,M1,1,0
1,-2.8,M00169,"CAM (Crassulacean acid metabolism), light",M1,1,0
1,-4.8,GO:0098655,cation transmembrane transport,M1,1,0
1,-3.1,GO:0035999,tetrahydrofolate interconversion,M1,1,0
1,-3.1,GO:0006541,glutamine metabolic process,M1,1,0
1,-3.7,GO:0006094,gluconeogenesis,M1,1,0
1,-6.4,GO:0065003,protein-containing complex assembly,M1,1,0
1,-3.1,GO:1901401,regulation of tetrapyrrole metabolic process,M1,1,0
1,-2.4,ath00030,Pentose phosphate pathway,M1,1,0
1,-7.7,GO:0009108,coenzyme biosynthetic process,M1,1,0
1,-5.1,GO:0042168,heme metabolic process,M1,1,0
1,-2.6,GO:0010207,photosystem II assembly,M1,1,0
1,-8.4,GO:0006164,purine nucleotide biosynthetic process,M1,1,0
1,-2.4,GO:0032544,plastid translation,M1,1,0
1,-2.4,GO:0042360,vitamin E metabolic process,M1,1,0
1,-3.1,M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",M1,1,0
1,-4.1,GO:0042743,hydrogen peroxide metabolic process,M1,1,0
1,-3.3,ko00500,Starch and sucrose metabolism,M1,1,0
1,-11,GO:0006520,cellular amino acid metabolic process,M1,1,0
1,-6.3,GO:0009165,nucleotide biosynthetic process,M1,1,0
1,-17,GO:0044283,small molecule biosynthetic process,M1,1,0
1,-2.5,GO:0010118,stomatal movement,M1,1,0
1,-12,GO:0016053,organic acid biosynthetic process,M1,1,0
1,-2.3,GO:0006811,ion transport,M1,1,0
1,-2.9,GO:0051494,negative regulation of cytoskeleton organization,M1,1,0
1,-4.3,GO:0015672,monovalent inorganic cation transport,M1,1,0
1,-3.2,GO:0034404,nucleobase-containing small molecule biosynthetic process,M1,1,0
1,-4.6,GO:0016119,carotene metabolic process,M1,1,0
1,-2.3,GO:0030244,cellulose biosynthetic process,M1,1,0
1,-4.1,GO:0010380,regulation of chlorophyll biosynthetic process,M1,1,0
1,-2.7,ath_M00549,"Nucleotide sugar biosynthesis, glucose => UDP-glucose",M1,1,0
1,-3.3,GO:0009066,aspartate family amino acid metabolic process,M1,1,0
1,-3.2,GO:0019252,starch biosynthetic process,M1,1,0
1,-9.8,GO:0006163,purine nucleotide metabolic process,M1,1,0
1,-6,GO:0008652,cellular amino acid biosynthetic process,M1,1,0
1,-2.1,GO:0042776,mitochondrial ATP synthesis coupled proton transport,M1,1,0
1,-2.1,GO:0009639,response to red or far red light,M1,1,0
1,-3.4,GO:0034033,purine nucleoside bisphosphate biosynthetic process,M1,1,0
1,-3.4,GO:0033559,unsaturated fatty acid metabolic process,M1,1,0
1,-2.6,GO:0097305,response to alcohol,M1,1,0
1,-5.7,GO:0006090,pyruvate metabolic process,M1,1,0
1,-6.7,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-5.4,ko01210,2-Oxocarboxylic acid metabolism,M1,1,0
1,-2.1,ath_M00050,"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",M1,1,0
1,-3.5,ath00061,Fatty acid biosynthesis,M1,1,0
