_MEMBER_WS_c1_which_mclass____6___1_,_LogP_WS_c1_which_mclass____6___1_,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.627045247697321,GO:0009206,M1,1,0,GO Biological Processes,19,purine ribonucleoside triphosphate biosynthetic process,19_GO:0008152 metabolic process,-6.627045247697321,3.930491831863904,6.640940818976421,18982,89,1031,19,1.8428709990300678,0.4188698090794267,817866|818220|820006|821870|824395|824459|826515|826702|828564|828759|830063|830769|830770|831186|834749|835369|836451|837507|842072,ATP3|FBA6|iPGAM2|PKP-ALPHA|ATPQ|FBA8|NDPK1|NDPK3|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|NDPK2|iPGAM1|AT1G56190,-4.7632439767371855,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-6.536119383167788,GO:0009199,M1,1,0,GO Biological Processes,19,ribonucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-6.536119383167788,3.2490443316026703,6.308156083566333,18982,136,1031,24,2.3278370514064015,0.46960461711306517,817866|818220|820006|821870|824395|824459|826515|826702|828564|828759|830008|830063|830752|830769|830770|831186|833729|834749|835369|836451|837507|838614|842072|843934,ATP3|FBA6|iPGAM2|PKP-ALPHA|ATPQ|FBA8|NDPK1|NDPK3|PGI1|FBA5|VAB2|VHA-A3|CI51|AT5G08680|AT5G08690|ATP5|EMB1467|AT5G47030|PKP-BETA1|NDPK2|iPGAM1|VAB3|AT1G56190|VAB1,-4.682188866233947,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-6.275555404218898,GO:0009165,M1,1,0,GO Biological Processes,19,nucleotide biosynthetic process,19_GO:0008152 metabolic process,-6.275555404218898,2.630178744630733,5.881803661710502,18982,224,1031,32,3.103782735208535,0.5400944759233018,816874|817866|818106|818220|818382|819845|820006|820140|821870|824395|824459|826515|826702|828564|828759|830063|830769|830770|831186|833497|834749|835157|835369|836451|837507|837610|839429|839866|839868|839891|840521|842072,NAPRT2|ATP3|AT2G35390|FBA6|CAC3|ACLB-1|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|NDPK1|NDPK3|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|CAC2|AT5G47030|MAB1|PKP-BETA1|NDPK2|iPGAM1|ACLA-1|PDH-E1 ALPHA|AT1G29880|CARB|PDH-E1 BETA|ACC1|AT1G56190,-4.467870075237694,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.924256068456031,GO:0046034,M1,1,0,GO Biological Processes,19,ATP metabolic process,19_GO:0008152 metabolic process,-5.924256068456031,3.3045835509463055,5.992410242241777,18982,117,1031,21,2.0368574199806013,0.43992874152802813,817866|818220|820006|821870|824395|824459|828564|828759|830008|830063|830752|830769|830770|831186|833729|834749|835369|837507|838614|842072|843934,ATP3|FBA6|iPGAM2|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VAB2|VHA-A3|CI51|AT5G08680|AT5G08690|ATP5|EMB1467|AT5G47030|PKP-BETA1|iPGAM1|VAB3|AT1G56190|VAB1,-4.170153567547458,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.875084229393125,GO:0009201,M1,1,0,GO Biological Processes,19,ribonucleoside triphosphate biosynthetic process,19_GO:0008152 metabolic process,-5.875084229393125,3.5334724549079537,6.056794534814625,18982,99,1031,19,1.8428709990300678,0.4188698090794267,817866|818220|820006|821870|824395|824459|826515|826702|828564|828759|830063|830769|830770|831186|834749|835369|836451|837507|842072,ATP3|FBA6|iPGAM2|PKP-ALPHA|ATPQ|FBA8|NDPK1|NDPK3|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|NDPK2|iPGAM1|AT1G56190,-4.128668557150844,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.730254029480272,GO:0006090,M1,1,0,GO Biological Processes,19,pyruvate metabolic process,19_GO:0008152 metabolic process,-5.730254029480272,3.770979163988641,6.06313792349907,18982,83,1031,17,1.6488845780795345,0.39660249341727066,818220|820006|821181|821870|824459|827226|828564|828759|831039|835157|835369|836400|837507|839429|839891|842072|844314,FBA6|iPGAM2|RIF10|PKP-ALPHA|FBA8|PPDK|PGI1|FBA5|NADP-ME2|MAB1|PKP-BETA1|DXR|iPGAM1|PDH-E1 ALPHA|PDH-E1 BETA|AT1G56190|NADP-ME4,-4.006114751949143,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.6324847897422226,GO:0090407,M1,1,0,GO Biological Processes,19,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-5.6324847897422226,2.1339186041343683,5.286016748190063,18982,371,1031,43,4.1707080504364695,0.6226223440568037,816874|817513|817866|818106|818220|818382|818402|819845|820006|820140|821181|821870|824395|824459|826515|826702|828564|828759|830063|830139|830769|830770|831186|833471|833497|834749|834835|835157|835369|836400|836451|837507|837610|839429|839866|839868|839891|840081|840521|841281|842072|843694|843982,NAPRT2|THIC|ATP3|AT2G35390|FBA6|CAC3|PDX1.1|ACLB-1|iPGAM2|ADK1|RIF10|PKP-ALPHA|ATPQ|FBA8|NDPK1|NDPK3|PGI1|FBA5|VHA-A3|MIPS1|AT5G08680|AT5G08690|ATP5|AT5G35170|CAC2|AT5G47030|AMK2|MAB1|PKP-BETA1|DXR|NDPK2|iPGAM1|ACLA-1|PDH-E1 ALPHA|AT1G29880|CARB|PDH-E1 BETA|AT1G31910|ACC1|PMEAMT|AT1G56190|AT1G73600|HMG1,-3.9190693776028662,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.399543845178744,GO:1901135,M1,1,0,GO Biological Processes,19,carbohydrate derivative metabolic process,19_GO:0008152 metabolic process,-5.399543845178744,1.728305198557874,4.934476191409831,18982,767,1031,72,6.9835111542192045,0.7937569736701936,816561|816585|817083|817332|817866|818106|818220|818382|818911|818995|819845|820006|820140|820887|821163|821181|821313|821508|821870|821964|822594|824395|824459|824770|826515|826702|828096|828409|828564|828759|829176|830008|830035|830063|830752|830769|830770|831039|831186|831270|831419|831452|831596|832366|832497|833497|833729|834685|834749|834871|835157|835369|835991|836400|836451|837221|837341|837507|837610|837716|838211|838614|839429|839868|839891|840081|840521|840953|842072|843934|843982|844193,AT2G20420|SUR1|AT2G25450|AXS1|ATP3|AT2G35390|FBA6|CAC3|AT2G43090|HOL1|ACLB-1|iPGAM2|ADK1|NSP1|AT3G02360|RIF10|UGP1|BCAT4|PKP-ALPHA|SAHH2|UGD2|ATPQ|FBA8|UGP3|NDPK1|NDPK3|RSH1|GSH1|PGI1|FBA5|GGP1|VAB2|MTN1|VHA-A3|CI51|AT5G08680|AT5G08690|NADP-ME2|ATP5|IMD1|RGP2|AT5G15950|UGP2|IMS2|SS1|CAC2|EMB1467|AT5G46420|AT5G47030|NSP5|MAB1|PKP-BETA1|cPT4|DXR|NDPK2|F2KP|AXS2|iPGAM1|ACLA-1|SS3|CYP79F1|VAB3|PDH-E1 ALPHA|CARB|PDH-E1 BETA|AT1G31910|ACC1|FBP|AT1G56190|VAB1|HMG1|RHM1,-3.700027042555947,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.2616975515118085,GO:0006165,M1,1,0,GO Biological Processes,19,nucleoside diphosphate phosphorylation,19_GO:0008152 metabolic process,-5.2616975515118085,4.091389158314474,5.890055939081653,18982,63,1031,14,1.3579049466537343,0.36044291756089836,818220|820006|821870|824459|826515|826702|828564|828759|833471|834835|835369|836451|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|NDPK1|NDPK3|PGI1|FBA5|AT5G35170|AMK2|PKP-BETA1|NDPK2|iPGAM1|AT1G56190,-3.5950975950894613,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.214470420600492,GO:0006754,M1,1,0,GO Biological Processes,19,ATP biosynthetic process,19_GO:0008152 metabolic process,-5.214470420600492,3.636790362946199,5.699283686812632,18982,81,1031,16,1.5518913676042676,0.38495061210123,817866|818220|820006|821870|824395|824459|828564|828759|830063|830769|830770|831186|834749|835369|837507|842072,ATP3|FBA6|iPGAM2|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|iPGAM1|AT1G56190,-3.5510289834229742,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.187538109215588,GO:0009161,M1,1,0,GO Biological Processes,19,ribonucleoside monophosphate metabolic process,19_GO:0008152 metabolic process,-5.187538109215588,2.7445343422233734,5.32740443182349,18982,161,1031,24,2.3278370514064015,0.46960461711306517,817866|818106|818220|820006|820140|821870|824395|824459|828564|828759|830008|830063|830752|830769|830770|831186|833729|834749|835369|837507|838614|839868|842072|843934,ATP3|AT2G35390|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VAB2|VHA-A3|CI51|AT5G08680|AT5G08690|ATP5|EMB1467|AT5G47030|PKP-BETA1|iPGAM1|VAB3|CARB|AT1G56190|VAB1,-3.5303456213150715,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-5.162634264003447,GO:0019637,M1,1,0,GO Biological Processes,19,organophosphate metabolic process,19_GO:0008152 metabolic process,-5.162634264003447,1.80502462866815,4.851486798291023,18982,612,1031,60,5.819592628516004,0.7291170300712932,816561|816874|817513|817866|818106|818220|818382|818402|819845|820006|820140|820816|821163|821181|821870|824395|824459|826470|826515|826702|828096|828564|828759|828811|830008|830063|830139|830752|830769|830770|831039|831186|833471|833497|833729|834749|834835|835157|835369|835527|835945|836400|836451|837221|837507|837610|838614|839429|839866|839868|839891|840081|840521|840953|841281|842072|842905|843694|843934|843982,AT2G20420|NAPRT2|THIC|ATP3|AT2G35390|FBA6|CAC3|PDX1.1|ACLB-1|iPGAM2|ADK1|PLDALPHA1|AT3G02360|RIF10|PKP-ALPHA|ATPQ|FBA8|CRY1|NDPK1|NDPK3|RSH1|PGI1|FBA5|FADA|VAB2|VHA-A3|MIPS1|CI51|AT5G08680|AT5G08690|NADP-ME2|ATP5|AT5G35170|CAC2|EMB1467|AT5G47030|AMK2|MAB1|PKP-BETA1|HL|AT5G58330|DXR|NDPK2|F2KP|iPGAM1|ACLA-1|VAB3|PDH-E1 ALPHA|AT1G29880|CARB|PDH-E1 BETA|AT1G31910|ACC1|FBP|PMEAMT|AT1G56190|cICDH|AT1G73600|VAB1|HMG1,-3.508532853080073,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.981215286443984,GO:0009126,M1,1,0,GO Biological Processes,19,purine nucleoside monophosphate metabolic process,19_GO:0008152 metabolic process,-4.981215286443984,2.8128300463412006,5.233177846472416,18982,144,1031,22,2.133850630455868,0.4500584556627831,817866|818220|820006|820140|821870|824395|824459|828564|828759|830008|830063|830752|830769|830770|831186|833729|834749|835369|837507|838614|842072|843934,ATP3|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VAB2|VHA-A3|CI51|AT5G08680|AT5G08690|ATP5|EMB1467|AT5G47030|PKP-BETA1|iPGAM1|VAB3|AT1G56190|VAB1,-3.348156478260187,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.981215286443984,GO:0009167,M1,1,0,GO Biological Processes,19,purine ribonucleoside monophosphate metabolic process,19_GO:0008152 metabolic process,-4.981215286443984,2.8128300463412006,5.233177846472416,18982,144,1031,22,2.133850630455868,0.4500584556627831,817866|818220|820006|820140|821870|824395|824459|828564|828759|830008|830063|830752|830769|830770|831186|833729|834749|835369|837507|838614|842072|843934,ATP3|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VAB2|VHA-A3|CI51|AT5G08680|AT5G08690|ATP5|EMB1467|AT5G47030|PKP-BETA1|iPGAM1|VAB3|AT1G56190|VAB1,-3.348156478260187,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.956491012401462,GO:0009123,M1,1,0,GO Biological Processes,19,nucleoside monophosphate metabolic process,19_GO:0008152 metabolic process,-4.956491012401462,2.661867645168453,5.153845297601007,18982,166,1031,24,2.3278370514064015,0.46960461711306517,817866|818106|818220|820006|820140|821870|824395|824459|828564|828759|830008|830063|830752|830769|830770|831186|833729|834749|835369|837507|838614|839868|842072|843934,ATP3|AT2G35390|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VAB2|VHA-A3|CI51|AT5G08680|AT5G08690|ATP5|EMB1467|AT5G47030|PKP-BETA1|iPGAM1|VAB3|CARB|AT1G56190|VAB1,-3.326356757234982,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.931945426426244,GO:0046939,M1,1,0,GO Biological Processes,19,nucleotide phosphorylation,19_GO:0008152 metabolic process,-4.931945426426244,3.847127119012117,5.594813837528404,18982,67,1031,14,1.3579049466537343,0.36044291756089836,818220|820006|821870|824459|826515|826702|828564|828759|833471|834835|835369|836451|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|NDPK1|NDPK3|PGI1|FBA5|AT5G35170|AMK2|PKP-BETA1|NDPK2|iPGAM1|AT1G56190,-3.3047161619031713,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.768295629744477,ath00010,M1,1,0,KEGG Pathway,24,Glycolysis / Gluconeogenesis,,-4.768295629744477,2.9898613079990377,5.174065083384723,18982,117,1031,19,1.8428709990300678,0.4188698090794267,818220|820006|821870|823955|824459|828564|828759|829573|829943|834417|835157|835369|837507|838927|839429|839891|840953|842072|843410,FBA6|iPGAM2|PKP-ALPHA|ALDH2B4|FBA8|PGI1|FBA5|ALDH3I1|PCK1|HOT5|MAB1|PKP-BETA1|iPGAM1|PGM3|PDH-E1 ALPHA|PDH-E1 BETA|FBP|AT1G56190|PGM2,-3.158099704520185,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.768295629744477,ko00010,M1,1,0,KEGG Pathway,24,Glycolysis / Gluconeogenesis,,-4.768295629744477,2.9898613079990377,5.174065083384723,18982,117,1031,19,1.8428709990300678,0.4188698090794267,818220|820006|821870|823955|824459|828564|828759|829573|829943|834417|835157|835369|837507|838927|839429|839891|840953|842072|843410,FBA6|iPGAM2|PKP-ALPHA|ALDH2B4|FBA8|PGI1|FBA5|ALDH3I1|PCK1|HOT5|MAB1|PKP-BETA1|iPGAM1|PGM3|PDH-E1 ALPHA|PDH-E1 BETA|FBP|AT1G56190|PGM2,-3.158099704520185,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.486695873916087,GO:0009132,M1,1,0,GO Biological Processes,19,nucleoside diphosphate metabolic process,19_GO:0008152 metabolic process,-4.486695873916087,3.530924890052217,5.192194583130129,18982,73,1031,14,1.3579049466537343,0.36044291756089836,818220|820006|821870|824459|826515|826702|828564|828759|833471|834835|835369|836451|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|NDPK1|NDPK3|PGI1|FBA5|AT5G35170|AMK2|PKP-BETA1|NDPK2|iPGAM1|AT1G56190,-2.9008592945512395,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.454901193498709,GO:0009156,M1,1,0,GO Biological Processes,19,ribonucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-4.454901193498709,2.844014414925914,4.917021314697656,18982,123,1031,19,1.8428709990300678,0.4188698090794267,817866|818106|818220|820006|820140|821870|824395|824459|828564|828759|830063|830769|830770|831186|834749|835369|837507|839868|842072,ATP3|AT2G35390|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|iPGAM1|CARB|AT1G56190,-2.87168875796001,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.388229378600806,GO:0006733,M1,1,0,GO Biological Processes,19,oxidoreduction coenzyme metabolic process,19_GO:0008152 metabolic process,-4.388229378600806,2.727592772209649,4.82760469681244,18982,135,1031,20,1.9398642095053347,0.4295389762338105,816555|816874|817599|818220|820006|820185|821163|821870|824459|828564|828759|831039|835369|835945|837507|838275|840114|842072|842905|844187,AT2G20360|NAPRT2|C4H|FBA6|iPGAM2|LYC|AT3G02360|PKP-ALPHA|FBA8|PGI1|FBA5|NADP-ME2|PKP-BETA1|AT5G58330|iPGAM1|SPS2|AT1G32220|AT1G56190|cICDH|SPS1,-2.8127955596357253,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.345097950140774,GO:0046364,M1,1,0,GO Biological Processes,19,monosaccharide biosynthetic process,19_GO:0008152 metabolic process,-4.345097950140774,3.876052886824238,5.211477959874749,18982,57,1031,12,1.1639185257032008,0.33403326387243754,818220|818708|821965|824459|828564|828759|829167|829943|831419|833002|840953|842072,FBA6|AT2G41090|GAE6|FBA8|PGI1|FBA5|GAE1|PCK1|RGP2|GME|FBP|AT1G56190,-2.7722263479402938,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.218214540306634,GO:1901137,M1,1,0,GO Biological Processes,19,carbohydrate derivative biosynthetic process,19_GO:0008152 metabolic process,-4.218214540306634,1.7998779189326402,4.303569377169268,18982,491,1031,48,4.655674102812803,0.6561594375586343,816585|817083|817332|817866|818106|818220|818382|818911|819845|820006|820140|821508|821870|822594|824395|824459|824770|826515|826702|828409|828564|828759|830063|830769|830770|831186|831270|831452|832366|832497|833497|834685|834749|835157|835369|835991|836451|837341|837507|837610|837716|838211|839429|839868|839891|840521|842072|844193,SUR1|AT2G25450|AXS1|ATP3|AT2G35390|FBA6|CAC3|AT2G43090|ACLB-1|iPGAM2|ADK1|BCAT4|PKP-ALPHA|UGD2|ATPQ|FBA8|UGP3|NDPK1|NDPK3|GSH1|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|IMD1|AT5G15950|IMS2|SS1|CAC2|AT5G46420|AT5G47030|MAB1|PKP-BETA1|cPT4|NDPK2|AXS2|iPGAM1|ACLA-1|SS3|CYP79F1|PDH-E1 ALPHA|CARB|PDH-E1 BETA|ACC1|AT1G56190|RHM1,-2.652940119856675,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.21133300927227,GO:0009124,M1,1,0,GO Biological Processes,19,nucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-4.21133300927227,2.7329201018428706,4.714398900293199,18982,128,1031,19,1.8428709990300678,0.4188698090794267,817866|818106|818220|820006|820140|821870|824395|824459|828564|828759|830063|830769|830770|831186|834749|835369|837507|839868|842072,ATP3|AT2G35390|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|iPGAM1|CARB|AT1G56190,-2.649364841954073,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.207172697718677,GO:0009127,M1,1,0,GO Biological Processes,19,purine nucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-4.207172697718677,2.9251520617855813,4.785838082891921,18982,107,1031,17,1.6488845780795345,0.39660249341727066,817866|818220|820006|820140|821870|824395|824459|828564|828759|830063|830769|830770|831186|834749|835369|837507|842072,ATP3|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|iPGAM1|AT1G56190,-2.649364841954073,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-4.207172697718677,GO:0009168,M1,1,0,GO Biological Processes,19,purine ribonucleoside monophosphate biosynthetic process,19_GO:0008152 metabolic process,-4.207172697718677,2.9251520617855813,4.785838082891921,18982,107,1031,17,1.6488845780795345,0.39660249341727066,817866|818220|820006|820140|821870|824395|824459|828564|828759|830063|830769|830770|831186|834749|835369|837507|842072,ATP3|FBA6|iPGAM2|ADK1|PKP-ALPHA|ATPQ|FBA8|PGI1|FBA5|VHA-A3|AT5G08680|AT5G08690|ATP5|AT5G47030|PKP-BETA1|iPGAM1|AT1G56190,-2.649364841954073,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.679616891384633,GO:0006094,M1,1,0,GO Biological Processes,19,gluconeogenesis,19_GO:0008152 metabolic process,-3.679616891384633,5.369948270287747,5.133696750628668,18982,24,1031,7,0.6789524733268671,0.2557472664155005,818220|824459|828564|828759|829943|840953|842072,FBA6|FBA8|PGI1|FBA5|PCK1|FBP|AT1G56190,-2.2026322287346303,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.6180474298185956,M00003,M1,1,0,KEGG Pathway,24,"Gluconeogenesis, oxaloacetate => fructose-6P",,-3.6180474298185956,4.602812803103783,4.88828629087262,18982,32,1031,8,0.7759456838021338,0.2732717968478919,818220|820006|824459|828759|829943|837507|840953|842072,FBA6|iPGAM2|FBA8|FBA5|PCK1|iPGAM1|FBP|AT1G56190,-2.151186640088371,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.6180474298185956,ath_M00003,M1,1,0,KEGG Pathway,24,"Gluconeogenesis, oxaloacetate => fructose-6P",,-3.6180474298185956,4.602812803103783,4.88828629087262,18982,32,1031,8,0.7759456838021338,0.2732717968478919,818220|820006|824459|828759|829943|837507|840953|842072,FBA6|iPGAM2|FBA8|FBA5|PCK1|iPGAM1|FBP|AT1G56190,-2.151186640088371,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.5101068149816297,ath00710,M1,1,0,KEGG Pathway,24,Carbon fixation in photosynthetic organisms,,-3.5101068149816297,3.2019567325939358,4.391346119386396,18982,69,1031,12,1.1639185257032008,0.33403326387243754,818220|824459|827226|828759|829943|831039|835945|840953|842072|843395|844314|844754,FBA6|FBA8|PPDK|FBA5|PCK1|NADP-ME2|AT5G58330|FBP|AT1G56190|AOAT2|NADP-ME4|rbcL,-2.0608947305502765,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.5101068149816297,ko00710,M1,1,0,KEGG Pathway,24,Carbon fixation in photosynthetic organisms,,-3.5101068149816297,3.2019567325939358,4.391346119386396,18982,69,1031,12,1.1639185257032008,0.33403326387243754,818220|824459|827226|828759|829943|831039|835945|840953|842072|843395|844314|844754,FBA6|FBA8|PPDK|FBA5|PCK1|NADP-ME2|AT5G58330|FBP|AT1G56190|AOAT2|NADP-ME4|rbcL,-2.0608947305502765,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.3763332375494945,GO:0006006,M1,1,0,GO Biological Processes,19,glucose metabolic process,19_GO:0008152 metabolic process,-3.3763332375494945,3.8535176956217714,4.489322754808258,18982,43,1031,9,0.8729388942774006,0.2897068104112155,818220|820006|824459|828564|828759|829943|837507|840953|842072,FBA6|iPGAM2|FBA8|PGI1|FBA5|PCK1|iPGAM1|FBP|AT1G56190,-1.9532239556823465,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.332487207796971,GO:0019319,M1,1,0,GO Biological Processes,19,hexose biosynthetic process,19_GO:0008152 metabolic process,-3.332487207796971,4.773287351366886,4.702019449809987,18982,27,1031,7,0.6789524733268671,0.2557472664155005,818220|824459|828564|828759|829943|840953|842072,FBA6|FBA8|PGI1|FBA5|PCK1|FBP|AT1G56190,-1.9183327685827496,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.1802660258166577,GO:0034404,M1,1,0,GO Biological Processes,19,nucleobase-containing small molecule biosynthetic process,19_GO:0008152 metabolic process,-3.1802660258166577,2.581016525104925,3.9303332166450633,18982,107,1031,15,1.454898157129001,0.3729103915180121,818220|820006|820140|821870|824459|826515|826702|828564|828759|831452|835369|836451|837507|839868|842072,FBA6|iPGAM2|ADK1|PKP-ALPHA|FBA8|NDPK1|NDPK3|PGI1|FBA5|AT5G15950|PKP-BETA1|NDPK2|iPGAM1|CARB|AT1G56190,-1.8034567636024788,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-3.0703443576386134,GO:0072524,M1,1,0,GO Biological Processes,19,pyridine-containing compound metabolic process,19_GO:0008152 metabolic process,-3.0703443576386134,2.4345456148648106,3.7937546754321883,18982,121,1031,16,1.5518913676042676,0.38495061210123,816874|816892|818220|818402|820006|821163|821870|824459|828564|828759|831039|835369|835945|837507|842072|842905,NAPRT2|ACL|FBA6|PDX1.1|iPGAM2|AT3G02360|PKP-ALPHA|FBA8|PGI1|FBA5|NADP-ME2|PKP-BETA1|AT5G58330|iPGAM1|AT1G56190|cICDH,-1.7063565278901218,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-2.6832239409417054,GO:0072525,M1,1,0,GO Biological Processes,19,pyridine-containing compound biosynthetic process,19_GO:0008152 metabolic process,-2.6832239409417054,2.7368076126563032,3.5874786969980517,18982,74,1031,11,1.066925315227934,0.31996938792490603,816874|818220|818402|820006|821870|824459|828564|828759|835369|837507|842072,NAPRT2|FBA6|PDX1.1|iPGAM2|PKP-ALPHA|FBA8|PGI1|FBA5|PKP-BETA1|iPGAM1|AT1G56190,-1.3944511700232374,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-2.5988874286284274,GO:0046496,M1,1,0,GO Biological Processes,19,nicotinamide nucleotide metabolic process,19_GO:0008152 metabolic process,-2.5988874286284274,2.3432501543073805,3.3860146401641007,18982,110,1031,14,1.3579049466537343,0.36044291756089836,816874|818220|820006|821163|821870|824459|828564|828759|831039|835369|835945|837507|842072|842905,NAPRT2|FBA6|iPGAM2|AT3G02360|PKP-ALPHA|FBA8|PGI1|FBA5|NADP-ME2|PKP-BETA1|AT5G58330|iPGAM1|AT1G56190|cICDH,-1.3270458220919283,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-2.5773810014149614,GO:0006096,M1,1,0,GO Biological Processes,19,glycolytic process,19_GO:0008152 metabolic process,-2.5773810014149614,3.012750198395203,3.582406676102505,18982,55,1031,9,0.8729388942774006,0.2897068104112155,818220|820006|821870|824459|828564|828759|835369|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|PGI1|FBA5|PKP-BETA1|iPGAM1|AT1G56190,-1.313136576628984,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-2.5773810014149614,GO:0006757,M1,1,0,GO Biological Processes,19,ATP generation from ADP,19_GO:0008152 metabolic process,-2.5773810014149614,3.012750198395203,3.582406676102505,18982,55,1031,9,0.8729388942774006,0.2897068104112155,818220|820006|821870|824459|828564|828759|835369|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|PGI1|FBA5|PKP-BETA1|iPGAM1|AT1G56190,-1.313136576628984,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-2.5773810014149614,GO:0009135,M1,1,0,GO Biological Processes,19,purine nucleoside diphosphate metabolic process,19_GO:0008152 metabolic process,-2.5773810014149614,3.012750198395203,3.582406676102505,18982,55,1031,9,0.8729388942774006,0.2897068104112155,818220|820006|821870|824459|828564|828759|835369|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|PGI1|FBA5|PKP-BETA1|iPGAM1|AT1G56190,-1.313136576628984,0,13,0,0,-10.020493682110617,6.13708373747171,
1,-2.5773810014149614,GO:0009179,M1,1,0,GO Biological Processes,19,purine ribonucleoside diphosphate metabolic process,19_GO:0008152 metabolic process,-2.5773810014149614,3.012750198395203,3.582406676102505,18982,55,1031,9,0.8729388942774006,0.2897068104112155,818220|820006|821870|824459|828564|828759|835369|837507|842072,FBA6|iPGAM2|PKP-ALPHA|FBA8|PGI1|FBA5|PKP-BETA1|iPGAM1|AT1G56190,-1.313136576628984,0,13,0,0,-10.020493682110617,6.13708373747171,
