_MEMBER_WS_c1_which_mclass____4___1_,_LogP_WS_c1_which_mclass____4___1_,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.1,GO:0006644,phospholipid metabolic process,M1,1,0
1,-2.1,ath00950,Isoquinoline alkaloid biosynthesis,M1,1,0
1,-4.9,GO:0006163,purine nucleotide metabolic process,M1,1,0
1,-7.7,GO:0008652,cellular amino acid biosynthetic process,M1,1,0
1,-2.7,GO:0042727,flavin-containing compound biosynthetic process,M1,1,0
1,-2.1,GO:0016560,"protein import into peroxisome matrix, docking",M1,1,0
1,-2.4,GO:0009639,response to red or far red light,M1,1,0
1,-2.2,GO:0072657,protein localization to membrane,M1,1,0
1,-3.2,GO:0034033,purine nucleoside bisphosphate biosynthetic process,M1,1,0
1,-3.3,GO:2000896,amylopectin metabolic process,M1,1,0
1,-2.1,GO:0060992,response to fungicide,M1,1,0
1,-3.1,GO:0030258,lipid modification,M1,1,0
1,-4.6,GO:0034613,cellular protein localization,M1,1,0
1,-3.1,ko00290,"Valine, leucine and isoleucine biosynthesis",M1,1,0
1,-2.6,GO:0009648,photoperiodism,M1,1,0
1,-3.3,GO:0010586,miRNA metabolic process,M1,1,0
1,-2.1,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-7.5,GO:0009793,embryo development ending in seed dormancy,M1,1,0
